loan_id,app_id,disbursed_date,customer_id,product_key,channel,partner_id,principal,tenor_months,annual_rate,monthly_installment
LN00005854,APP00009970,2025-01-15,SH0003441,credit_card_loan,digital_app,,10400000,11,0.2771,1081000
LN00005855,APP00009971,2025-01-18,SH0000902,cash_loan,digital_app,,38700000,34,0.3193,1744000
LN00005856,APP00009973,2025-01-16,SH0001752,credit_card_loan,telesales,,21100000,12,0.373,2133000
LN00005857,APP00009974,2025-01-20,SH0001919,cash_loan,digital_app,,69800000,30,0.3305,3449000
LN00005858,APP00009976,2025-01-17,SH0002543,cd_installment,pos_partner,PTR021,20700000,11,0.2894,2165000
LN00005859,APP00009977,2025-01-14,SH0002379,credit_card_loan,digital_app,,17100000,7,0.2613,2660000
LN00005860,APP00009978,2025-01-16,SH0003948,cash_loan,pos_partner,PTR008,23200000,30,0.4136,1253000
LN00005861,APP00009980,2025-01-17,SH0001534,credit_card_loan,digital_app,,7000000,3,0.3023,2452000
LN00005862,APP00009982,2025-01-16,SH0003484,cash_loan,digital_app,,199300000,8,0.3162,27956000
LN00005863,APP00009983,2025-01-15,SH0001211,cash_loan,digital_app,,29000000,23,0.3002,1673000
LN00005864,APP00009984,2025-01-19,SH0003876,cash_loan,digital_app,,152600000,33,0.3086,6917000
LN00005865,APP00009986,2025-01-19,SH0000592,cash_loan,digital_app,,9500000,14,0.3475,835000
LN00005866,APP00009989,2025-01-15,SH0003499,cash_loan,dsa,,10900000,7,0.4092,1777000
LN00005867,APP00009991,2025-01-15,SH0002388,cd_installment,pos_partner,PTR020,16300000,8,0.3005,2274000
LN00005868,APP00009992,2025-01-20,SH0000218,cd_installment,pos_partner,PTR020,4500000,22,0.29,266000
LN00005869,APP00009993,2025-01-19,SH0001768,credit_card_loan,digital_app,,1000000,10,0.2998,114000
LN00005870,APP00009996,2025-01-14,SH0000893,cash_loan,digital_app,,8400000,36,0.2874,351000
LN00005871,APP00010003,2025-01-17,SH0003413,cd_installment,pos_partner,PTR021,35300000,10,0.2956,4026000
LN00005872,APP00010005,2025-01-20,SH0001954,cd_installment,pos_partner,PTR011,1800000,13,0.2192,157000
LN00005873,APP00010008,2025-01-21,SH0002412,cd_installment,pos_partner,PTR008,38500000,7,0.3499,6160000
LN00005874,APP00010009,2025-01-18,SH0002336,cash_loan,digital_app,,15400000,25,0.3812,902000
LN00005875,APP00010010,2025-01-18,SH0000453,cash_loan,dsa,,105500000,9,0.3661,13582000
LN00005876,APP00010011,2025-01-17,SH0000842,credit_card_loan,digital_app,,8400000,10,0.2515,940000
LN00005877,APP00010012,2025-01-19,SH0002471,cash_loan,digital_app,,42400000,16,0.3231,3297000
LN00005878,APP00010013,2025-01-19,SH0001055,cd_installment,pos_partner,PTR006,31300000,8,0.2586,4301000
LN00005879,APP00010016,2025-01-19,SH0000308,credit_card_loan,digital_app,,15800000,5,0.2764,3382000
LN00005880,APP00010017,2025-01-19,SH0000367,cash_loan,pos_partner,PTR014,28700000,10,0.3773,3389000
LN00005881,APP00010022,2025-01-19,SH0000705,cash_loan,digital_app,,147700000,27,0.3277,7804000
LN00005882,APP00010027,2025-01-17,SH0000972,cash_loan,telesales,,43700000,6,0.3611,8069000
LN00005883,APP00010033,2025-01-19,SH0000001,credit_card_loan,digital_app,,1400000,6,0.3712,259000
LN00005884,APP00010037,2025-01-18,SH0000371,two_wheeler_loan,digital_app,,20200000,32,0.2794,902000
LN00005885,APP00010041,2025-01-19,SH0000259,cash_loan,dsa,,37600000,27,0.3659,2064000
LN00005886,APP00010042,2025-01-19,SH0001587,cd_installment,pos_partner,PTR008,21600000,9,0.2787,2687000
LN00005887,APP00010043,2025-01-21,SH0001377,cash_loan,digital_app,,5800000,18,0.354,420000
LN00005888,APP00010044,2025-01-17,SH0000740,cash_loan,telesales,,24600000,6,0.3064,4474000
LN00005889,APP00010045,2025-01-16,SH0003168,cash_loan,digital_app,,136800000,22,0.3788,8719000
LN00005890,APP00010047,2025-01-19,SH0003592,credit_card_loan,telesales,,1300000,6,0.3119,237000
LN00005891,APP00010049,2025-01-17,SH0002771,credit_card_loan,digital_app,,29000000,10,0.3292,3355000
LN00005892,APP00010050,2025-01-18,SH0001357,cd_installment,pos_partner,PTR014,3500000,20,0.3488,233000
LN00005893,APP00010054,2025-01-20,SH0002068,two_wheeler_loan,dsa,,26900000,35,0.2061,1029000
LN00005894,APP00010056,2025-01-20,SH0000973,cash_loan,digital_app,,66300000,25,0.3989,3946000
LN00005895,APP00010057,2025-01-20,SH0001280,cd_installment,pos_partner,PTR022,6900000,19,0.2343,438000
LN00005896,APP00010058,2025-01-20,SH0000046,credit_card_loan,dsa,,1800000,7,0.3739,290000
LN00005897,APP00010059,2025-01-17,SH0000994,cash_loan,digital_app,,12000000,25,0.3221,665000
LN00005898,APP00010060,2025-01-20,SH0002723,cash_loan,dsa,,142900000,20,0.2898,9093000
LN00005899,APP00010063,2025-01-17,SH0003628,credit_card_loan,digital_app,,1800000,4,0.3684,485000
LN00005900,APP00010064,2025-01-18,SH0000361,cd_installment,pos_partner,PTR005,2400000,10,0.235,267000
LN00005901,APP00010066,2025-01-20,SH0001301,cd_installment,pos_partner,PTR022,15100000,9,0.3201,1909000
LN00005902,APP00010067,2025-01-18,SH0002389,cd_installment,pos_partner,PTR002,18300000,19,0.3472,1266000
LN00005903,APP00010073,2025-01-20,SH0002032,cd_installment,pos_partner,PTR018,7100000,13,0.2288,622000
LN00005904,APP00010074,2025-01-17,SH0002970,cash_loan,digital_app,,6900000,36,0.3214,301000
LN00005905,APP00010075,2025-01-19,SH0001974,two_wheeler_loan,dsa,,19000000,22,0.2524,1088000
LN00005906,APP00010077,2025-01-17,SH0002271,cd_installment,pos_partner,PTR018,32300000,11,0.3337,3449000
LN00005907,APP00010080,2025-01-18,SH0000903,cd_installment,pos_partner,PTR009,42100000,17,0.2696,3007000
LN00005908,APP00010081,2025-01-18,SH0002618,cash_loan,telesales,,145700000,27,0.3705,8033000
LN00005909,APP00010082,2025-01-18,SH0002991,cash_loan,dsa,,9600000,21,0.4196,653000
LN00005910,APP00010083,2025-01-20,SH0002337,cash_loan,telesales,,192700000,28,0.3646,10318000
LN00005911,APP00010084,2025-01-18,SH0000271,cd_installment,digital_app,,8600000,20,0.2063,512000
LN00005912,APP00010085,2025-01-18,SH0000350,credit_card_loan,dsa,,5700000,9,0.3024,716000
LN00005913,APP00010086,2025-01-22,SH0000119,cash_loan,digital_app,,47300000,14,0.3056,4059000
LN00005914,APP00010087,2025-01-19,SH0003060,cash_loan,telesales,,19800000,29,0.3932,1068000
LN00005915,APP00010088,2025-01-20,SH0000042,cash_loan,digital_app,,17000000,32,0.3459,821000
LN00005916,APP00010095,2025-01-21,SH0002454,credit_card_loan,digital_app,,17800000,11,0.2935,1865000
LN00005917,APP00010099,2025-01-19,SH0003118,cd_installment,pos_partner,PTR020,1800000,20,0.2055,107000
LN00005918,APP00010101,2025-01-18,SH0003825,cash_loan,digital_app,,31600000,33,0.4104,1612000
LN00005919,APP00010102,2025-01-19,SH0002937,cash_loan,digital_app,,73600000,28,0.2984,3680000
LN00005920,APP00010103,2025-01-19,SH0001516,cash_loan,digital_app,,52800000,36,0.3467,2379000
LN00005921,APP00010104,2025-01-21,SH0000005,cash_loan,dsa,,18400000,10,0.3562,2154000
LN00005922,APP00010106,2025-01-20,SH0000103,cd_installment,pos_partner,PTR022,23500000,20,0.3065,1515000
LN00005923,APP00010107,2025-01-21,SH0002476,two_wheeler_loan,pos_partner,PTR010,18100000,10,0.182,1964000
LN00005924,APP00010108,2025-01-22,SH0003889,cd_installment,pos_partner,PTR009,55900000,19,0.2995,3731000
LN00005925,APP00010109,2025-01-23,SH0003397,cash_loan,digital_app,,40600000,10,0.3775,4795000
LN00005926,APP00010110,2025-01-21,SH0002722,two_wheeler_loan,dsa,,55300000,14,0.1972,4454000
LN00005927,APP00010111,2025-01-18,SH0000396,cash_loan,digital_app,,11600000,8,0.3291,1635000
LN00005928,APP00010115,2025-01-20,SH0000521,cash_loan,digital_app,,5600000,18,0.3741,411000
LN00005929,APP00010116,2025-01-18,SH0000218,cash_loan,dsa,,110100000,34,0.3988,5453000
LN00005930,APP00010118,2025-01-19,SH0000976,credit_card_loan,dsa,,28200000,10,0.2762,3189000
LN00005931,APP00010119,2025-01-18,SH0002926,cash_loan,dsa,,42200000,16,0.3105,3255000
LN00005932,APP00010121,2025-01-20,SH0002192,two_wheeler_loan,pos_partner,PTR016,38200000,36,0.2442,1507000
LN00005933,APP00010123,2025-01-20,SH0002741,credit_card_loan,telesales,,21600000,12,0.2563,2060000
LN00005934,APP00010125,2025-01-20,SH0003879,cash_loan,digital_app,,26600000,16,0.4021,2175000
LN00005935,APP00010126,2025-01-20,SH0000619,cash_loan,digital_app,,16400000,20,0.4049,1141000
LN00005936,APP00010127,2025-01-20,SH0000467,credit_card_loan,telesales,,6200000,10,0.2588,696000
LN00005937,APP00010128,2025-01-19,SH0002728,cash_loan,digital_app,,54900000,18,0.36,3992000
LN00005938,APP00010130,2025-01-22,SH0001876,credit_card_loan,dsa,,3300000,4,0.2992,877000
LN00005939,APP00010131,2025-01-19,SH0000477,cash_loan,digital_app,,66100000,23,0.2858,3766000
LN00005940,APP00010132,2025-01-22,SH0001256,cd_installment,pos_partner,PTR006,3500000,17,0.3025,256000
LN00005941,APP00010137,2025-01-22,SH0003432,cash_loan,digital_app,,88700000,24,0.3343,5117000
LN00005942,APP00010138,2025-01-20,SH0001966,credit_card_loan,telesales,,7000000,10,0.3716,825000
LN00005943,APP00010140,2025-01-19,SH0002407,two_wheeler_loan,pos_partner,PTR015,16400000,10,0.2196,1810000
LN00005944,APP00010141,2025-01-21,SH0003624,cash_loan,digital_app,,234900000,29,0.2831,11276000
LN00005945,APP00010145,2025-01-21,SH0002568,cash_loan,digital_app,,5900000,11,0.3487,634000
LN00005946,APP00010147,2025-01-21,SH0003469,cash_loan,telesales,,42200000,30,0.369,2174000
LN00005947,APP00010150,2025-01-22,SH0003090,cash_loan,digital_app,,7300000,29,0.3236,366000
LN00005948,APP00010151,2025-01-21,SH0001648,credit_card_loan,telesales,,3900000,12,0.3325,386000
LN00005949,APP00010152,2025-01-18,SH0000299,cd_installment,pos_partner,PTR008,39000000,17,0.294,2833000
LN00005950,APP00010156,2025-01-22,SH0000005,cd_installment,pos_partner,PTR006,6200000,10,0.2403,690000
LN00005951,APP00010157,2025-01-21,SH0000964,credit_card_loan,dsa,,1700000,10,0.2614,191000
LN00005952,APP00010159,2025-01-22,SH0003227,cash_loan,digital_app,,5500000,14,0.3776,492000
LN00005953,APP00010160,2025-01-19,SH0003707,two_wheeler_loan,pos_partner,PTR010,15200000,25,0.2366,776000
LN00005954,APP00010163,2025-01-22,SH0001652,cd_installment,pos_partner,PTR002,4000000,6,0.2723,721000
LN00005955,APP00010165,2025-01-20,SH0003277,cash_loan,digital_app,,9000000,28,0.2867,445000
LN00005956,APP00010167,2025-01-20,SH0000007,two_wheeler_loan,pos_partner,PTR010,13800000,13,0.1856,1180000
LN00005957,APP00010168,2025-01-21,SH0001786,credit_card_loan,telesales,,1800000,11,0.2846,188000
LN00005958,APP00010170,2025-01-21,SH0002052,cash_loan,digital_app,,182400000,32,0.3213,8558000
LN00005959,APP00010173,2025-01-23,SH0003720,cd_installment,pos_partner,PTR005,5500000,10,0.204,603000
LN00005960,APP00010175,2025-01-21,SH0003357,cd_installment,pos_partner,PTR002,30600000,16,0.2578,2280000
LN00005961,APP00010177,2025-01-21,SH0002698,cd_installment,pos_partner,PTR022,44000000,23,0.3102,2562000
LN00005962,APP00010181,2025-01-24,SH0003977,cash_loan,pos_partner,PTR011,161700000,30,0.2841,7590000
LN00005963,APP00010182,2025-01-21,SH0001163,cash_loan,digital_app,,11600000,23,0.3789,717000
LN00005964,APP00010185,2025-01-25,SH0001162,cd_installment,pos_partner,PTR021,26300000,17,0.3107,1932000
LN00005965,APP00010186,2025-01-25,SH0003125,credit_card_loan,telesales,,17400000,7,0.3734,2805000
LN00005966,APP00010187,2025-01-22,SH0000581,credit_card_loan,telesales,,27900000,3,0.2565,9700000
LN00005967,APP00010188,2025-01-24,SH0002156,cash_loan,digital_app,,135100000,27,0.3297,7152000
LN00005968,APP00010189,2025-01-20,SH0001160,credit_card_loan,dsa,,20500000,7,0.331,3260000
LN00005969,APP00010190,2025-01-22,SH0000023,cd_installment,pos_partner,PTR020,18000000,8,0.2875,2499000
LN00005970,APP00010191,2025-01-22,SH0000132,cd_installment,pos_partner,PTR006,9700000,22,0.2918,575000
LN00005971,APP00010192,2025-01-23,SH0002356,credit_card_loan,digital_app,,1200000,10,0.2587,135000
LN00005972,APP00010195,2025-01-22,SH0001904,cd_installment,pos_partner,PTR018,3100000,16,0.3224,241000
LN00005973,APP00010196,2025-01-26,SH0003838,two_wheeler_loan,dsa,,24100000,6,0.2083,4264000
LN00005974,APP00010197,2025-01-23,SH0000210,cash_loan,dsa,,137100000,15,0.3987,11754000
LN00005975,APP00010199,2025-01-24,SH0002271,cash_loan,telesales,,48600000,12,0.3274,4804000
LN00005976,APP00010200,2025-01-23,SH0001765,credit_card_loan,digital_app,,3700000,3,0.2569,1287000
LN00005977,APP00010201,2025-01-26,SH0001815,cash_loan,digital_app,,62500000,14,0.3549,5517000
LN00005978,APP00010202,2025-01-22,SH0002594,cd_installment,digital_app,,41300000,12,0.3446,4117000
LN00005979,APP00010205,2025-01-21,SH0002675,credit_card_loan,digital_app,,1000000,10,0.2693,113000
LN00005980,APP00010206,2025-01-23,SH0002727,cash_loan,digital_app,,77700000,26,0.3948,4493000
LN00005981,APP00010208,2025-01-23,SH0002890,two_wheeler_loan,pos_partner,PTR015,10000000,30,0.2528,453000
LN00005982,APP00010211,2025-01-21,SH0000747,cd_installment,pos_partner,PTR006,14800000,9,0.3306,1879000
LN00005983,APP00010212,2025-01-22,SH0003883,cash_loan,telesales,,11500000,32,0.3766,575000
LN00005984,APP00010213,2025-01-26,SH0003966,cd_installment,pos_partner,PTR024,4400000,17,0.3,321000
LN00005985,APP00010214,2025-01-23,SH0001354,cash_loan,dsa,,5600000,12,0.3648,564000
LN00005986,APP00010216,2025-01-23,SH0000157,credit_card_loan,pos_partner,PTR012,4500000,3,0.2678,1567000
LN00005987,APP00010220,2025-01-22,SH0000551,cash_loan,telesales,,27300000,7,0.3736,4401000
LN00005988,APP00010221,2025-01-22,SH0003593,cash_loan,telesales,,15200000,25,0.3927,900000
LN00005989,APP00010223,2025-01-23,SH0001386,credit_card_loan,telesales,,1400000,6,0.3523,258000
LN00005990,APP00010224,2025-01-24,SH0002468,cd_installment,pos_partner,PTR020,21200000,6,0.2057,3748000
LN00005991,APP00010225,2025-01-25,SH0002587,cd_installment,dsa,,4200000,18,0.2425,281000
LN00005992,APP00010226,2025-01-24,SH0001941,credit_card_loan,digital_app,,1600000,7,0.292,251000
LN00005993,APP00010228,2025-01-23,SH0002861,cd_installment,digital_app,,2100000,16,0.2241,153000
LN00005994,APP00010230,2025-01-24,SH0001967,two_wheeler_loan,pos_partner,PTR017,14200000,15,0.2348,1102000
LN00005995,APP00010233,2025-01-23,SH0000114,cash_loan,digital_app,,89800000,13,0.3051,8199000
LN00005996,APP00010234,2025-01-21,SH0000950,cash_loan,dsa,,90200000,24,0.37,5374000
LN00005997,APP00010237,2025-01-24,SH0001996,cash_loan,dsa,,32800000,16,0.3012,2514000
LN00005998,APP00010238,2025-01-23,SH0000994,credit_card_loan,digital_app,,5100000,12,0.3083,499000
LN00005999,APP00010239,2025-01-25,SH0003191,credit_card_loan,telesales,,24000000,11,0.3729,2609000
LN00006000,APP00010240,2025-01-25,SH0001538,credit_card_loan,dsa,,2800000,7,0.2698,437000
LN00006001,APP00010243,2025-01-23,SH0000368,cd_installment,pos_partner,PTR022,6800000,24,0.2256,355000
LN00006002,APP00010246,2025-01-24,SH0003446,cd_installment,pos_partner,PTR005,3700000,9,0.2291,451000
LN00006003,APP00010247,2025-01-24,SH0003173,cd_installment,pos_partner,PTR021,3600000,6,0.2064,637000
LN00006004,APP00010252,2025-01-24,SH0002699,cash_loan,digital_app,,20600000,14,0.3628,1827000
LN00006005,APP00010254,2025-01-23,SH0003424,credit_card_loan,digital_app,,6200000,9,0.2678,768000
LN00006006,APP00010256,2025-01-26,SH0002292,cash_loan,digital_app,,87200000,6,0.2941,15805000
LN00006007,APP00010257,2025-01-25,SH0001605,credit_card_loan,telesales,,2200000,4,0.2865,583000
LN00006008,APP00010258,2025-01-22,SH0001728,cd_installment,pos_partner,PTR008,33000000,18,0.2538,2223000
LN00006009,APP00010259,2025-01-25,SH0001317,cash_loan,digital_app,,27900000,18,0.3855,2065000
LN00006010,APP00010260,2025-01-25,SH0001776,cd_installment,pos_partner,PTR001,2500000,23,0.2136,133000
LN00006011,APP00010264,2025-01-24,SH0000986,cd_installment,pos_partner,PTR002,3100000,17,0.2446,218000
LN00006012,APP00010266,2025-01-27,SH0000518,cd_installment,pos_partner,PTR011,2400000,10,0.3197,277000
LN00006013,APP00010270,2025-01-22,SH0001892,cd_installment,pos_partner,PTR020,2200000,23,0.2656,123000
LN00006014,APP00010272,2025-01-24,SH0001656,cd_installment,digital_app,,4200000,23,0.3112,245000
LN00006015,APP00010273,2025-01-24,SH0003728,cash_loan,digital_app,,62100000,19,0.3705,4369000
LN00006016,APP00010275,2025-01-26,SH0001008,cd_installment,pos_partner,PTR018,3400000,20,0.3489,227000
LN00006017,APP00010276,2025-01-23,SH0002055,credit_card_loan,digital_app,,19800000,9,0.3032,2487000
LN00006018,APP00010277,2025-01-25,SH0000869,cd_installment,pos_partner,PTR011,15000000,21,0.2043,856000
LN00006019,APP00010278,2025-01-23,SH0002594,cash_loan,digital_app,,4000000,19,0.4098,290000
LN00006020,APP00010279,2025-01-24,SH0002419,credit_card_loan,telesales,,18600000,9,0.3459,2376000
LN00006021,APP00010280,2025-01-26,SH0000429,cd_installment,dsa,,10400000,23,0.2365,567000
LN00006022,APP00010281,2025-01-23,SH0000344,cash_loan,telesales,,110400000,26,0.4136,6497000
LN00006023,APP00010282,2025-01-23,SH0003011,cash_loan,digital_app,,11600000,34,0.3278,528000
LN00006024,APP00010283,2025-01-21,SH0001410,credit_card_loan,pos_partner,PTR009,4500000,12,0.3367,447000
LN00006025,APP00010285,2025-01-26,SH0003305,cash_loan,dsa,,135900000,20,0.3948,9381000
LN00006026,APP00010288,2025-01-26,SH0003935,cash_loan,telesales,,5200000,16,0.3715,417000
LN00006027,APP00010290,2025-01-27,SH0002254,cash_loan,pos_partner,PTR021,84500000,15,0.3425,7004000
LN00006028,APP00010291,2025-01-24,SH0003889,credit_card_loan,digital_app,,8000000,8,0.2958,1114000
LN00006029,APP00010293,2025-01-24,SH0000699,cash_loan,dsa,,15600000,16,0.3117,1204000
LN00006030,APP00010295,2025-01-23,SH0002018,credit_card_loan,telesales,,2100000,9,0.3664,270000
LN00006031,APP00010297,2025-01-22,SH0002568,cd_installment,pos_partner,PTR021,2000000,16,0.3048,154000
LN00006032,APP00010298,2025-01-24,SH0000253,cash_loan,dsa,,61200000,30,0.3413,3060000
LN00006033,APP00010299,2025-01-27,SH0001972,cd_installment,pos_partner,PTR002,46500000,15,0.3443,3858000
LN00006034,APP00010301,2025-01-25,SH0000526,cash_loan,digital_app,,19700000,34,0.3579,930000
LN00006035,APP00010304,2025-01-26,SH0003499,cash_loan,telesales,,4800000,25,0.3227,266000
LN00006036,APP00010307,2025-01-24,SH0000665,cd_installment,pos_partner,PTR009,23400000,22,0.2397,1325000
LN00006037,APP00010308,2025-01-24,SH0002596,cash_loan,telesales,,135100000,33,0.3948,6772000
LN00006038,APP00010309,2025-01-28,SH0000317,cash_loan,dsa,,201100000,24,0.3893,12189000
LN00006039,APP00010311,2025-01-24,SH0001259,cash_loan,telesales,,16700000,36,0.2874,697000
LN00006040,APP00010315,2025-01-25,SH0001544,cash_loan,digital_app,,103300000,9,0.3701,13319000
LN00006041,APP00010320,2025-01-26,SH0000918,cd_installment,pos_partner,PTR008,12000000,18,0.2624,814000
LN00006042,APP00010322,2025-01-26,SH0000143,cd_installment,pos_partner,PTR018,11700000,7,0.3093,1848000
LN00006043,APP00010323,2025-01-24,SH0000442,cd_installment,pos_partner,PTR005,15000000,13,0.2183,1306000
LN00006044,APP00010324,2025-01-27,SH0003575,cash_loan,telesales,,19900000,16,0.4177,1643000
LN00006045,APP00010325,2025-01-24,SH0001323,credit_card_loan,digital_app,,5200000,10,0.3124,597000
LN00006046,APP00010327,2025-01-28,SH0001921,credit_card_loan,digital_app,,23200000,11,0.3034,2442000
LN00006047,APP00010328,2025-01-26,SH0001329,cash_loan,telesales,,16600000,9,0.3824,2151000
LN00006048,APP00010330,2025-01-24,SH0000129,cash_loan,digital_app,,4900000,18,0.3698,359000
LN00006049,APP00010331,2025-01-27,SH0003570,cash_loan,digital_app,,101700000,31,0.3142,4831000
LN00006050,APP00010332,2025-01-25,SH0000543,credit_card_loan,dsa,,26800000,10,0.3131,3079000
LN00006051,APP00010333,2025-01-26,SH0003649,cd_installment,pos_partner,PTR014,8200000,14,0.2837,695000
LN00006052,APP00010335,2025-01-26,SH0000546,cash_loan,telesales,,84600000,32,0.3111,3923000
LN00006053,APP00010336,2025-01-27,SH0000886,cd_installment,pos_partner,PTR001,2100000,21,0.2708,127000
LN00006054,APP00010339,2025-01-25,SH0000977,cd_installment,pos_partner,PTR008,6500000,20,0.287,413000
LN00006055,APP00010340,2025-01-29,SH0001237,cd_installment,pos_partner,PTR005,51900000,10,0.3019,5935000
LN00006056,APP00010341,2025-01-25,SH0002989,two_wheeler_loan,pos_partner,PTR010,43000000,10,0.2665,4843000
LN00006057,APP00010344,2025-01-25,SH0001730,two_wheeler_loan,pos_partner,PTR010,11400000,33,0.2246,466000
LN00006058,APP00010345,2025-01-28,SH0000048,two_wheeler_loan,dsa,,32900000,33,0.2341,1361000
LN00006059,APP00010348,2025-01-25,SH0001884,cash_loan,dsa,,31900000,26,0.348,1764000
LN00006060,APP00010349,2025-01-26,SH0001086,credit_card_loan,telesales,,2200000,9,0.3137,277000
LN00006061,APP00010353,2025-01-25,SH0002863,credit_card_loan,digital_app,,1100000,11,0.3489,118000
LN00006062,APP00010354,2025-01-26,SH0000800,credit_card_loan,dsa,,1100000,6,0.2783,198000
LN00006063,APP00010355,2025-01-24,SH0001532,credit_card_loan,telesales,,17600000,6,0.2751,3173000
LN00006064,APP00010357,2025-01-27,SH0001092,credit_card_loan,digital_app,,17400000,8,0.3669,2485000
LN00006065,APP00010358,2025-01-26,SH0001572,cash_loan,dsa,,6600000,8,0.368,943000
LN00006066,APP00010360,2025-01-27,SH0001449,cd_installment,pos_partner,PTR001,9100000,23,0.2296,493000
LN00006067,APP00010362,2025-01-25,SH0001261,cd_installment,dsa,,36000000,21,0.3302,2280000
LN00006068,APP00010368,2025-01-27,SH0003916,cash_loan,digital_app,,210300000,8,0.3841,30213000
LN00006069,APP00010372,2025-01-28,SH0003771,cash_loan,telesales,,6400000,36,0.321,279000
LN00006070,APP00010374,2025-01-23,SH0000631,cd_installment,pos_partner,PTR014,2000000,18,0.2429,134000
LN00006071,APP00010375,2025-01-27,SH0001444,cd_installment,pos_partner,PTR014,32300000,15,0.2929,2597000
LN00006072,APP00010376,2025-01-24,SH0001753,cd_installment,pos_partner,PTR022,14000000,24,0.3189,796000
LN00006073,APP00010378,2025-01-24,SH0001059,cash_loan,telesales,,38500000,13,0.3637,3627000
LN00006074,APP00010379,2025-01-27,SH0000060,cash_loan,digital_app,,205800000,8,0.3798,29522000
LN00006075,APP00010381,2025-01-25,SH0000893,credit_card_loan,dsa,,27200000,7,0.3263,4320000
LN00006076,APP00010383,2025-01-23,SH0001839,cash_loan,digital_app,,7200000,14,0.3642,639000
LN00006077,APP00010384,2025-01-28,SH0002198,cash_loan,dsa,,27400000,8,0.3434,3881000
LN00006078,APP00010386,2025-01-27,SH0003632,two_wheeler_loan,dsa,,20700000,12,0.2666,1984000
LN00006079,APP00010387,2025-01-26,SH0001386,two_wheeler_loan,pos_partner,PTR023,53700000,29,0.2647,2526000
LN00006080,APP00010388,2025-01-27,SH0001013,credit_card_loan,digital_app,,1900000,9,0.2993,238000
LN00006081,APP00010389,2025-01-29,SH0002422,cash_loan,digital_app,,163000000,22,0.4011,10582000
LN00006082,APP00010391,2025-01-28,SH0003866,cash_loan,digital_app,,29300000,22,0.3265,1787000
LN00006083,APP00010393,2025-01-27,SH0003401,cash_loan,digital_app,,151800000,22,0.362,9541000
LN00006084,APP00010394,2025-01-25,SH0003885,cash_loan,digital_app,,31500000,12,0.3783,3193000
LN00006085,APP00010395,2025-01-26,SH0000153,cash_loan,digital_app,,94100000,12,0.3026,9186000
LN00006086,APP00010396,2025-01-28,SH0002374,cash_loan,dsa,,26500000,32,0.3022,1216000
LN00006087,APP00010397,2025-01-26,SH0003332,cash_loan,telesales,,25700000,7,0.3495,4111000
LN00006088,APP00010398,2025-01-25,SH0003569,cash_loan,dsa,,47700000,23,0.331,2828000
LN00006089,APP00010400,2025-01-25,SH0000207,cd_installment,digital_app,,5900000,8,0.2164,799000
LN00006090,APP00010402,2025-01-25,SH0002159,cash_loan,pos_partner,PTR023,14300000,28,0.3552,758000
LN00006091,APP00010403,2025-01-26,SH0001711,cd_installment,pos_partner,PTR011,34100000,11,0.2318,3471000
LN00006092,APP00010404,2025-01-27,SH0000190,cash_loan,digital_app,,185100000,13,0.3346,17170000
LN00006093,APP00010405,2025-01-29,SH0000069,cash_loan,digital_app,,9100000,33,0.3835,450000
LN00006094,APP00010406,2025-01-27,SH0000792,cash_loan,dsa,,6700000,31,0.3404,328000
LN00006095,APP00010407,2025-01-24,SH0001621,two_wheeler_loan,dsa,,15700000,11,0.1836,1562000
LN00006096,APP00010410,2025-01-28,SH0002561,two_wheeler_loan,dsa,,27500000,6,0.2333,4900000
LN00006097,APP00010411,2025-01-26,SH0003127,cash_loan,dsa,,6200000,32,0.3113,288000
LN00006098,APP00010412,2025-01-27,SH0003760,two_wheeler_loan,pos_partner,PTR015,11100000,18,0.1885,713000
LN00006099,APP00010413,2025-01-27,SH0003717,two_wheeler_loan,dsa,,25900000,10,0.2105,2846000
LN00006100,APP00010415,2025-01-25,SH0002742,cash_loan,digital_app,,57900000,19,0.2995,3864000
LN00006101,APP00010416,2025-01-24,SH0000408,cash_loan,digital_app,,215600000,27,0.3014,11093000
LN00006102,APP00010421,2025-01-28,SH0001703,cd_installment,pos_partner,PTR002,5000000,18,0.2976,348000
LN00006103,APP00010424,2025-01-26,SH0002045,cash_loan,telesales,,13900000,21,0.3753,913000
LN00006104,APP00010425,2025-01-26,SH0000021,cd_installment,digital_app,,5500000,10,0.2782,623000
LN00006105,APP00010426,2025-01-27,SH0001852,cash_loan,dsa,,167300000,9,0.3933,21766000
LN00006106,APP00010427,2025-01-27,SH0003541,cash_loan,dsa,,13200000,19,0.4198,963000
LN00006107,APP00010429,2025-01-25,SH0000682,credit_card_loan,dsa,,5100000,8,0.3178,716000
LN00006108,APP00010431,2025-01-26,SH0000693,two_wheeler_loan,dsa,,15500000,25,0.2395,794000
LN00006109,APP00010434,2025-01-26,SH0000619,cd_installment,pos_partner,PTR021,6800000,6,0.2004,1200000
LN00006110,APP00010436,2025-01-25,SH0001009,two_wheeler_loan,pos_partner,PTR023,24000000,14,0.2485,1992000
LN00006111,APP00010438,2025-01-26,SH0003030,cash_loan,telesales,,4800000,22,0.3786,306000
LN00006112,APP00010442,2025-01-28,SH0003527,cash_loan,digital_app,,76100000,16,0.3202,5906000
LN00006113,APP00010444,2025-01-29,SH0003999,cd_installment,pos_partner,PTR001,26300000,7,0.2411,4065000
