customer_id,segment,province,income_band,risk_grade,birth_year,gender
SH0002076,emerging_affluent,Nghe An,10m_to_25m,D,1990,female
SH0002077,emerging_affluent,Can Tho,under_10m,C,2003,female
SH0002078,mass,Ho Chi Minh City,10m_to_25m,B,1975,male
SH0002079,mass,Long An,10m_to_25m,D,1970,male
SH0002080,mass,Khanh Hoa,under_10m,D,2001,female
SH0002081,mass,Ho Chi Minh City,under_10m,B,1976,male
SH0002082,mass,Da Nang,10m_to_25m,C,1979,female
SH0002083,mass,Thanh Hoa,10m_to_25m,A,1980,female
SH0002084,emerging_affluent,Ho Chi Minh City,under_10m,C,1992,male
SH0002085,emerging_affluent,Long An,10m_to_25m,C,1976,female
SH0002086,emerging_affluent,Can Tho,under_10m,B,1998,male
SH0002087,mass,Ho Chi Minh City,under_10m,D,1967,female
SH0002088,mass,Thanh Hoa,10m_to_25m,B,2003,female
SH0002089,emerging_affluent,Ha Noi,over_25m,B,1986,male
SH0002090,mass,Ha Noi,under_10m,B,1981,female
SH0002091,emerging_affluent,Ha Noi,10m_to_25m,C,1965,female
SH0002092,mass,Khanh Hoa,10m_to_25m,D,1974,male
SH0002093,emerging_affluent,Hai Phong,under_10m,B,1965,male
SH0002094,mass,Bac Ninh,under_10m,C,1985,female
SH0002095,mass,Hai Phong,under_10m,A,1974,female
SH0002096,emerging_affluent,Ha Noi,10m_to_25m,A,1974,female
SH0002097,mass,Khanh Hoa,under_10m,A,1989,female
SH0002098,mass,Ha Noi,10m_to_25m,B,1991,female
SH0002099,mass,Bac Ninh,under_10m,D,1999,female
SH0002100,mass,Can Tho,under_10m,B,1975,female
SH0002101,mass,Ho Chi Minh City,under_10m,D,2000,female
SH0002102,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1977,female
SH0002103,mass,Binh Duong,under_10m,C,1983,female
SH0002104,mass,Hai Phong,10m_to_25m,D,1973,female
SH0002105,emerging_affluent,Ho Chi Minh City,under_10m,B,2001,female
SH0002106,mass,Dong Nai,10m_to_25m,D,2005,male
SH0002107,emerging_affluent,Bac Ninh,10m_to_25m,B,2000,female
SH0002108,mass,Ho Chi Minh City,under_10m,D,1996,female
SH0002109,mass,Bac Ninh,10m_to_25m,D,1976,female
SH0002110,mass,Da Nang,under_10m,E,1991,male
SH0002111,mass,Ho Chi Minh City,under_10m,A,1991,female
SH0002112,mass,Da Nang,10m_to_25m,D,1984,male
SH0002113,mass,Ho Chi Minh City,under_10m,D,1971,female
SH0002114,mass,Can Tho,10m_to_25m,B,1982,male
SH0002115,mass,Binh Duong,10m_to_25m,C,1978,male
SH0002116,mass,Ho Chi Minh City,10m_to_25m,D,1980,female
SH0002117,emerging_affluent,Dong Nai,under_10m,C,2004,male
SH0002118,mass,Long An,10m_to_25m,B,1978,male
SH0002119,mass,Khanh Hoa,10m_to_25m,C,1982,female
SH0002120,mass,Dong Nai,10m_to_25m,B,1981,female
SH0002121,mass,Da Nang,under_10m,D,1982,female
SH0002122,emerging_affluent,Long An,10m_to_25m,C,1984,male
SH0002123,emerging_affluent,Binh Duong,under_10m,B,1984,male
SH0002124,mass,Dong Nai,under_10m,C,2003,male
SH0002125,emerging_affluent,Nghe An,10m_to_25m,B,2004,male
SH0002126,mass,Dong Nai,under_10m,D,1972,male
SH0002127,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1977,male
SH0002128,mass,Nghe An,10m_to_25m,B,2004,female
SH0002129,mass,Ha Noi,under_10m,C,1982,female
SH0002130,mass,Long An,under_10m,C,1994,female
SH0002131,mass,Nghe An,10m_to_25m,E,1977,male
SH0002132,mass,Da Nang,under_10m,A,1995,male
SH0002133,mass,Bac Ninh,under_10m,D,1993,female
SH0002134,mass,Can Tho,10m_to_25m,D,1965,female
SH0002135,mass,Nghe An,10m_to_25m,C,1979,female
SH0002136,mass,Ha Noi,over_25m,B,1971,male
SH0002137,emerging_affluent,Ha Noi,under_10m,C,1996,female
SH0002138,mass,Khanh Hoa,over_25m,B,1976,male
SH0002139,mass,Thanh Hoa,under_10m,B,1982,male
SH0002140,mass,Ha Noi,10m_to_25m,A,1990,male
SH0002141,mass,Ho Chi Minh City,10m_to_25m,B,1985,female
SH0002142,mass,Ho Chi Minh City,under_10m,E,1996,male
SH0002143,mass,Bac Ninh,10m_to_25m,A,1988,male
SH0002144,emerging_affluent,Ha Noi,under_10m,D,2005,female
SH0002145,mass,Nghe An,10m_to_25m,C,1972,male
SH0002146,mass,Ho Chi Minh City,10m_to_25m,C,1998,female
SH0002147,mass,Khanh Hoa,10m_to_25m,C,1992,female
SH0002148,emerging_affluent,Binh Duong,10m_to_25m,E,1969,female
SH0002149,mass,Bac Ninh,under_10m,A,1994,female
SH0002150,mass,Hai Phong,10m_to_25m,C,1967,female
SH0002151,mass,Ha Noi,under_10m,A,1984,male
SH0002152,mass,Ho Chi Minh City,under_10m,B,1989,female
SH0002153,mass,Nghe An,under_10m,D,2002,male
SH0002154,mass,Nghe An,10m_to_25m,C,1998,female
SH0002155,mass,Dong Nai,under_10m,B,1972,male
SH0002156,mass,Can Tho,under_10m,B,1981,female
SH0002157,emerging_affluent,Thanh Hoa,over_25m,D,1986,female
SH0002158,mass,Ha Noi,under_10m,D,1999,male
SH0002159,mass,Ha Noi,10m_to_25m,A,1966,female
SH0002160,emerging_affluent,Ha Noi,under_10m,A,1994,female
SH0002161,mass,Nghe An,over_25m,B,1999,female
SH0002162,mass,Can Tho,10m_to_25m,A,1975,male
SH0002163,emerging_affluent,Ho Chi Minh City,under_10m,B,1989,male
SH0002164,mass,Ho Chi Minh City,over_25m,B,1993,male
SH0002165,mass,Dong Nai,10m_to_25m,C,1976,female
SH0002166,mass,Nghe An,over_25m,D,1979,female
SH0002167,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,2005,female
SH0002168,emerging_affluent,Bac Ninh,10m_to_25m,D,2004,female
SH0002169,mass,Ha Noi,10m_to_25m,D,1979,male
SH0002170,mass,Nghe An,under_10m,C,1999,female
SH0002171,emerging_affluent,Binh Duong,under_10m,D,2001,male
SH0002172,mass,Khanh Hoa,under_10m,B,1980,female
SH0002173,mass,Ha Noi,under_10m,D,1982,female
SH0002174,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1988,female
SH0002175,mass,Ho Chi Minh City,10m_to_25m,B,1996,male
SH0002176,mass,Ha Noi,under_10m,D,2001,male
SH0002177,emerging_affluent,Binh Duong,under_10m,E,1978,male
SH0002178,mass,Ho Chi Minh City,under_10m,C,1997,male
SH0002179,mass,Long An,10m_to_25m,B,1986,male
SH0002180,mass,Ho Chi Minh City,under_10m,E,2002,female
SH0002181,emerging_affluent,Long An,under_10m,B,1975,male
SH0002182,mass,Ha Noi,10m_to_25m,C,2002,female
SH0002183,emerging_affluent,Ha Noi,under_10m,B,1968,female
SH0002184,emerging_affluent,Dong Nai,10m_to_25m,E,1975,male
SH0002185,mass,Khanh Hoa,under_10m,E,1967,male
SH0002186,mass,Bac Ninh,under_10m,C,1989,male
SH0002187,mass,Ha Noi,over_25m,C,1991,female
SH0002188,mass,Can Tho,10m_to_25m,D,1970,male
SH0002189,mass,Ha Noi,10m_to_25m,D,2000,female
SH0002190,emerging_affluent,Ha Noi,over_25m,A,1990,male
SH0002191,mass,Hai Phong,10m_to_25m,D,1989,male
SH0002192,mass,Ha Noi,under_10m,E,1996,female
SH0002193,mass,Ha Noi,10m_to_25m,B,2002,male
SH0002194,emerging_affluent,Thanh Hoa,under_10m,C,1988,male
SH0002195,mass,Da Nang,10m_to_25m,B,1968,female
SH0002196,mass,Ho Chi Minh City,over_25m,C,1976,female
SH0002197,emerging_affluent,Ha Noi,over_25m,B,1981,male
SH0002198,emerging_affluent,Long An,10m_to_25m,B,1969,male
SH0002199,mass,Binh Duong,under_10m,C,1985,male
SH0002200,mass,Hai Phong,under_10m,D,1983,female
SH0002201,mass,Ha Noi,10m_to_25m,C,1982,female
SH0002202,mass,Long An,under_10m,A,1997,male
SH0002203,mass,Long An,10m_to_25m,B,1995,male
SH0002204,mass,Can Tho,under_10m,C,1987,female
SH0002205,emerging_affluent,Ha Noi,10m_to_25m,B,2003,male
SH0002206,emerging_affluent,Ha Noi,10m_to_25m,B,1984,male
SH0002207,mass,Dong Nai,10m_to_25m,D,2000,male
SH0002208,mass,Nghe An,10m_to_25m,D,1967,male
SH0002209,mass,Khanh Hoa,10m_to_25m,B,1967,male
SH0002210,emerging_affluent,Ha Noi,10m_to_25m,C,1991,female
SH0002211,mass,Ho Chi Minh City,under_10m,E,1999,male
SH0002212,mass,Da Nang,10m_to_25m,A,1985,male
SH0002213,mass,Nghe An,10m_to_25m,C,2005,female
SH0002214,mass,Ha Noi,over_25m,B,1981,male
SH0002215,mass,Thanh Hoa,under_10m,D,1978,female
SH0002216,mass,Bac Ninh,under_10m,A,1985,male
SH0002217,mass,Ho Chi Minh City,under_10m,A,1969,female
SH0002218,mass,Ho Chi Minh City,under_10m,B,1988,female
SH0002219,emerging_affluent,Khanh Hoa,10m_to_25m,D,1999,male
SH0002220,mass,Khanh Hoa,under_10m,B,1980,male
SH0002221,mass,Hai Phong,over_25m,C,1967,male
SH0002222,mass,Da Nang,over_25m,C,1980,female
SH0002223,emerging_affluent,Binh Duong,under_10m,B,1994,male
SH0002224,emerging_affluent,Da Nang,10m_to_25m,C,1993,female
SH0002225,emerging_affluent,Ha Noi,over_25m,C,1968,female
SH0002226,emerging_affluent,Dong Nai,10m_to_25m,B,1968,female
SH0002227,mass,Dong Nai,10m_to_25m,C,2000,male
SH0002228,mass,Khanh Hoa,under_10m,D,2003,male
SH0002229,mass,Ho Chi Minh City,under_10m,B,2002,female
SH0002230,mass,Thanh Hoa,10m_to_25m,B,1980,female
SH0002231,mass,Ho Chi Minh City,under_10m,B,1985,female
SH0002232,mass,Ha Noi,under_10m,D,1981,male
SH0002233,mass,Long An,10m_to_25m,A,1992,female
SH0002234,mass,Bac Ninh,10m_to_25m,B,1976,female
SH0002235,mass,Binh Duong,10m_to_25m,D,2003,female
SH0002236,mass,Dong Nai,10m_to_25m,E,2003,male
SH0002237,mass,Ho Chi Minh City,10m_to_25m,D,1970,female
SH0002238,mass,Hai Phong,under_10m,D,2003,female
SH0002239,mass,Ho Chi Minh City,under_10m,C,2002,female
SH0002240,emerging_affluent,Ha Noi,10m_to_25m,C,1990,female
SH0002241,mass,Can Tho,under_10m,C,1981,female
SH0002242,mass,Binh Duong,under_10m,C,1991,male
SH0002243,mass,Can Tho,under_10m,C,1993,male
SH0002244,emerging_affluent,Da Nang,10m_to_25m,C,2000,female
SH0002245,emerging_affluent,Ha Noi,under_10m,B,2001,male
SH0002246,mass,Binh Duong,over_25m,C,1972,male
SH0002247,mass,Can Tho,over_25m,B,1973,female
SH0002248,mass,Bac Ninh,10m_to_25m,B,1997,female
SH0002249,emerging_affluent,Dong Nai,under_10m,C,2001,female
SH0002250,mass,Dong Nai,under_10m,A,1991,male
SH0002251,emerging_affluent,Ho Chi Minh City,10m_to_25m,B,1968,male
SH0002252,emerging_affluent,Thanh Hoa,under_10m,C,1985,male
SH0002253,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1989,male
SH0002254,mass,Khanh Hoa,under_10m,C,1965,male
SH0002255,mass,Ha Noi,10m_to_25m,D,1968,male
SH0002256,emerging_affluent,Long An,10m_to_25m,C,2004,male
SH0002257,mass,Long An,10m_to_25m,D,1989,female
SH0002258,emerging_affluent,Bac Ninh,over_25m,A,2001,female
SH0002259,mass,Ha Noi,10m_to_25m,A,1977,female
SH0002260,mass,Ho Chi Minh City,over_25m,E,1989,male
SH0002261,mass,Ho Chi Minh City,over_25m,D,1999,male
SH0002262,mass,Ha Noi,10m_to_25m,C,1997,female
SH0002263,mass,Hai Phong,10m_to_25m,B,1982,male
SH0002264,emerging_affluent,Long An,under_10m,B,1983,female
SH0002265,mass,Hai Phong,over_25m,B,1993,female
SH0002266,mass,Hai Phong,10m_to_25m,C,2000,male
SH0002267,emerging_affluent,Ha Noi,under_10m,B,1999,male
SH0002268,emerging_affluent,Ho Chi Minh City,under_10m,B,1997,male
SH0002269,mass,Can Tho,10m_to_25m,E,1993,male
SH0002270,mass,Hai Phong,under_10m,D,1994,female
SH0002271,mass,Nghe An,over_25m,B,1972,male
SH0002272,mass,Ho Chi Minh City,10m_to_25m,C,1969,female
SH0002273,mass,Can Tho,under_10m,D,1981,male
SH0002274,emerging_affluent,Ho Chi Minh City,10m_to_25m,A,1990,female
SH0002275,mass,Can Tho,under_10m,B,2000,male
SH0002276,mass,Dong Nai,10m_to_25m,C,1971,male
SH0002277,mass,Ho Chi Minh City,10m_to_25m,E,1973,female
SH0002278,mass,Dong Nai,10m_to_25m,A,1995,female
SH0002279,mass,Ha Noi,under_10m,C,1972,female
SH0002280,mass,Can Tho,10m_to_25m,D,1976,female
SH0002281,mass,Ho Chi Minh City,10m_to_25m,C,1987,male
SH0002282,mass,Thanh Hoa,under_10m,C,1980,female
SH0002283,mass,Ha Noi,over_25m,C,1990,female
SH0002284,mass,Ho Chi Minh City,under_10m,B,1985,male
SH0002285,mass,Binh Duong,under_10m,C,2003,female
SH0002286,mass,Can Tho,10m_to_25m,D,2003,female
SH0002287,mass,Ha Noi,under_10m,E,1989,male
SH0002288,mass,Dong Nai,under_10m,C,1977,female
SH0002289,mass,Da Nang,10m_to_25m,C,1978,female
SH0002290,emerging_affluent,Thanh Hoa,10m_to_25m,C,2000,female
SH0002291,mass,Thanh Hoa,10m_to_25m,C,2004,male
SH0002292,emerging_affluent,Thanh Hoa,under_10m,B,2003,female
SH0002293,mass,Hai Phong,10m_to_25m,C,2002,female
SH0002294,mass,Ho Chi Minh City,under_10m,D,1969,female
SH0002295,emerging_affluent,Can Tho,10m_to_25m,D,1976,male
SH0002296,emerging_affluent,Thanh Hoa,10m_to_25m,C,1996,male
SH0002297,mass,Ho Chi Minh City,10m_to_25m,E,1995,female
SH0002298,mass,Ho Chi Minh City,under_10m,D,1994,female
SH0002299,mass,Long An,under_10m,B,1988,male
SH0002300,mass,Hai Phong,under_10m,B,2005,male
SH0002301,mass,Ha Noi,10m_to_25m,B,1996,male
SH0002302,emerging_affluent,Ho Chi Minh City,over_25m,B,1973,female
SH0002303,mass,Ha Noi,under_10m,C,1987,male
SH0002304,mass,Da Nang,over_25m,B,1986,female
SH0002305,mass,Ho Chi Minh City,under_10m,A,1989,male
SH0002306,mass,Ha Noi,over_25m,B,2005,male
SH0002307,mass,Ho Chi Minh City,10m_to_25m,B,1969,male
SH0002308,mass,Binh Duong,10m_to_25m,E,1973,male
SH0002309,mass,Da Nang,10m_to_25m,D,1998,female
SH0002310,mass,Khanh Hoa,10m_to_25m,C,1982,male
SH0002311,mass,Da Nang,under_10m,B,1974,male
SH0002312,mass,Ha Noi,10m_to_25m,B,1998,male
SH0002313,mass,Nghe An,under_10m,B,1995,male
SH0002314,emerging_affluent,Ho Chi Minh City,under_10m,B,1981,female
SH0002315,mass,Can Tho,over_25m,A,1982,male
SH0002316,emerging_affluent,Dong Nai,over_25m,B,1970,female
SH0002317,emerging_affluent,Ha Noi,under_10m,B,1994,female
SH0002318,mass,Khanh Hoa,over_25m,B,1996,male
SH0002319,mass,Ho Chi Minh City,10m_to_25m,B,2002,male
SH0002320,mass,Bac Ninh,under_10m,C,1990,male
SH0002321,mass,Khanh Hoa,10m_to_25m,C,1988,female
SH0002322,mass,Ho Chi Minh City,10m_to_25m,B,1987,female
SH0002323,mass,Ho Chi Minh City,10m_to_25m,A,1993,female
SH0002324,mass,Ho Chi Minh City,10m_to_25m,B,1981,female
SH0002325,mass,Khanh Hoa,under_10m,D,1985,female
SH0002326,mass,Thanh Hoa,10m_to_25m,B,1972,male
SH0002327,mass,Ha Noi,over_25m,A,1972,male
SH0002328,emerging_affluent,Khanh Hoa,10m_to_25m,B,1989,male
SH0002329,emerging_affluent,Da Nang,over_25m,E,1973,female
SH0002330,mass,Dong Nai,under_10m,B,2000,male
SH0002331,emerging_affluent,Ha Noi,under_10m,C,2004,male
SH0002332,mass,Ho Chi Minh City,10m_to_25m,C,2005,female
SH0002333,emerging_affluent,Bac Ninh,under_10m,C,1971,female
SH0002334,mass,Ha Noi,under_10m,B,1983,female
SH0002335,emerging_affluent,Ha Noi,10m_to_25m,C,1985,female
SH0002336,mass,Ha Noi,10m_to_25m,C,1982,female
SH0002337,mass,Ha Noi,over_25m,B,1990,male
SH0002338,mass,Dong Nai,under_10m,A,1999,female
SH0002339,emerging_affluent,Dong Nai,under_10m,B,1988,male
SH0002340,mass,Long An,10m_to_25m,B,1984,male
SH0002341,mass,Binh Duong,10m_to_25m,C,1969,male
SH0002342,mass,Can Tho,10m_to_25m,B,1984,male
SH0002343,emerging_affluent,Can Tho,over_25m,D,1978,male
SH0002344,emerging_affluent,Ho Chi Minh City,10m_to_25m,D,1984,female
SH0002345,mass,Ho Chi Minh City,10m_to_25m,B,1969,male
SH0002346,mass,Khanh Hoa,under_10m,D,1985,female
SH0002347,emerging_affluent,Thanh Hoa,10m_to_25m,D,1971,male
SH0002348,mass,Ho Chi Minh City,under_10m,B,2001,female
SH0002349,mass,Ho Chi Minh City,10m_to_25m,B,2003,female
SH0002350,emerging_affluent,Long An,under_10m,B,1994,female
SH0002351,mass,Ha Noi,under_10m,C,1991,female
SH0002352,mass,Khanh Hoa,10m_to_25m,E,1968,male
SH0002353,emerging_affluent,Ho Chi Minh City,under_10m,C,1978,male
SH0002354,emerging_affluent,Hai Phong,10m_to_25m,C,1983,male
SH0002355,emerging_affluent,Dong Nai,under_10m,B,1975,female
SH0002356,emerging_affluent,Dong Nai,under_10m,B,1980,male
SH0002357,mass,Thanh Hoa,10m_to_25m,D,1999,male
SH0002358,emerging_affluent,Thanh Hoa,10m_to_25m,B,1979,male
SH0002359,mass,Ha Noi,10m_to_25m,D,1967,female
SH0002360,mass,Ho Chi Minh City,10m_to_25m,B,1969,female
SH0002361,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1968,male
SH0002362,mass,Long An,10m_to_25m,B,1995,male
SH0002363,mass,Hai Phong,10m_to_25m,C,1980,female
SH0002364,emerging_affluent,Ha Noi,10m_to_25m,C,1966,female
SH0002365,mass,Can Tho,10m_to_25m,C,1984,male
SH0002366,mass,Hai Phong,10m_to_25m,C,2001,female
SH0002367,mass,Ha Noi,10m_to_25m,C,1974,female
SH0002368,emerging_affluent,Ho Chi Minh City,under_10m,C,1989,male
SH0002369,mass,Ha Noi,10m_to_25m,B,1967,female
SH0002370,mass,Ho Chi Minh City,under_10m,B,1991,male
SH0002371,mass,Nghe An,under_10m,E,2003,male
SH0002372,mass,Bac Ninh,10m_to_25m,E,1972,female
SH0002373,emerging_affluent,Da Nang,under_10m,B,1990,male
SH0002374,mass,Ha Noi,under_10m,B,1997,male
SH0002375,mass,Nghe An,under_10m,E,1981,male
SH0002376,mass,Khanh Hoa,under_10m,D,1995,female
SH0002377,mass,Ho Chi Minh City,under_10m,C,1990,female
SH0002378,emerging_affluent,Ho Chi Minh City,10m_to_25m,D,2003,female
SH0002379,mass,Bac Ninh,under_10m,C,1982,male
SH0002380,mass,Hai Phong,under_10m,D,1976,female
SH0002381,mass,Ho Chi Minh City,10m_to_25m,C,1993,male
SH0002382,mass,Ha Noi,10m_to_25m,C,2005,male
SH0002383,mass,Ha Noi,under_10m,D,1981,male
SH0002384,emerging_affluent,Ha Noi,under_10m,C,1979,male
SH0002385,mass,Ha Noi,10m_to_25m,C,1967,male
SH0002386,mass,Bac Ninh,under_10m,C,1972,male
SH0002387,mass,Nghe An,10m_to_25m,C,2003,male
SH0002388,mass,Ha Noi,10m_to_25m,B,2004,female
SH0002389,mass,Ha Noi,under_10m,B,2003,female
SH0002390,mass,Nghe An,under_10m,D,1999,male
SH0002391,mass,Ho Chi Minh City,10m_to_25m,B,2004,male
SH0002392,mass,Thanh Hoa,10m_to_25m,D,1981,female
SH0002393,emerging_affluent,Hai Phong,under_10m,A,1983,female
SH0002394,mass,Dong Nai,under_10m,C,1995,male
SH0002395,mass,Ho Chi Minh City,over_25m,B,1984,male
SH0002396,mass,Nghe An,under_10m,C,2003,male
SH0002397,mass,Ha Noi,over_25m,B,2004,female
SH0002398,mass,Binh Duong,under_10m,A,1990,male
SH0002399,emerging_affluent,Thanh Hoa,under_10m,C,1976,female
SH0002400,emerging_affluent,Can Tho,10m_to_25m,A,1977,male
SH0002401,mass,Binh Duong,under_10m,C,1965,male
SH0002402,emerging_affluent,Hai Phong,10m_to_25m,D,1967,female
SH0002403,mass,Ha Noi,10m_to_25m,B,1985,female
SH0002404,mass,Bac Ninh,10m_to_25m,C,2001,female
SH0002405,mass,Dong Nai,under_10m,C,1973,female
SH0002406,emerging_affluent,Ha Noi,10m_to_25m,C,1995,female
SH0002407,mass,Can Tho,under_10m,C,1995,male
SH0002408,mass,Ho Chi Minh City,under_10m,E,1968,male
SH0002409,emerging_affluent,Ha Noi,under_10m,D,2002,female
SH0002410,mass,Binh Duong,under_10m,B,2003,female
SH0002411,mass,Ho Chi Minh City,under_10m,D,1984,male
SH0002412,mass,Ho Chi Minh City,under_10m,B,1969,female
SH0002413,mass,Thanh Hoa,10m_to_25m,B,1982,female
SH0002414,mass,Long An,10m_to_25m,E,1989,female
SH0002415,mass,Da Nang,under_10m,A,1977,male
SH0002416,emerging_affluent,Ha Noi,10m_to_25m,D,1973,female
SH0002417,emerging_affluent,Nghe An,10m_to_25m,C,2005,male
SH0002418,mass,Ho Chi Minh City,under_10m,B,1998,female
SH0002419,emerging_affluent,Nghe An,over_25m,D,1991,male
SH0002420,emerging_affluent,Ha Noi,under_10m,B,1988,male
SH0002421,mass,Hai Phong,10m_to_25m,B,1992,male
SH0002422,mass,Ho Chi Minh City,10m_to_25m,A,1968,male
SH0002423,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1996,male
SH0002424,mass,Ha Noi,10m_to_25m,B,2001,male
SH0002425,mass,Dong Nai,under_10m,B,1978,female
SH0002426,mass,Nghe An,under_10m,A,1970,male
SH0002427,emerging_affluent,Ha Noi,10m_to_25m,D,1971,male
SH0002428,emerging_affluent,Long An,over_25m,D,1997,female
SH0002429,mass,Binh Duong,under_10m,C,1987,male
SH0002430,mass,Ho Chi Minh City,under_10m,E,1986,male
SH0002431,mass,Ha Noi,10m_to_25m,C,1981,female
SH0002432,mass,Da Nang,10m_to_25m,E,1991,female
SH0002433,emerging_affluent,Ha Noi,over_25m,B,1995,male
SH0002434,mass,Ho Chi Minh City,10m_to_25m,C,1989,male
SH0002435,emerging_affluent,Bac Ninh,10m_to_25m,D,1985,female
SH0002436,mass,Ha Noi,over_25m,B,1984,male
SH0002437,mass,Bac Ninh,10m_to_25m,C,1973,male
SH0002438,mass,Ha Noi,under_10m,C,1984,male
SH0002439,mass,Ha Noi,10m_to_25m,B,1997,female
SH0002440,emerging_affluent,Ho Chi Minh City,under_10m,B,1976,female
SH0002441,emerging_affluent,Thanh Hoa,10m_to_25m,C,1997,male
SH0002442,mass,Can Tho,under_10m,E,1984,female
SH0002443,mass,Bac Ninh,10m_to_25m,C,1979,female
SH0002444,mass,Ho Chi Minh City,under_10m,D,1973,male
SH0002445,mass,Da Nang,under_10m,E,1999,female
SH0002446,mass,Binh Duong,under_10m,C,1971,male
SH0002447,mass,Can Tho,under_10m,D,1973,female
SH0002448,mass,Khanh Hoa,10m_to_25m,C,1993,male
SH0002449,mass,Binh Duong,10m_to_25m,B,1968,female
SH0002450,emerging_affluent,Dong Nai,under_10m,B,1975,male
SH0002451,mass,Da Nang,10m_to_25m,E,1983,male
SH0002452,mass,Ho Chi Minh City,under_10m,C,1989,female
SH0002453,mass,Ha Noi,over_25m,B,1971,male
SH0002454,mass,Thanh Hoa,10m_to_25m,C,1977,male
SH0002455,mass,Hai Phong,10m_to_25m,B,1968,female
SH0002456,mass,Ha Noi,10m_to_25m,B,1981,female
SH0002457,mass,Ho Chi Minh City,under_10m,D,1998,male
SH0002458,emerging_affluent,Ha Noi,under_10m,B,1966,male
SH0002459,emerging_affluent,Khanh Hoa,10m_to_25m,B,1990,female
SH0002460,emerging_affluent,Ho Chi Minh City,under_10m,C,2000,female
SH0002461,mass,Hai Phong,over_25m,C,1968,male
SH0002462,emerging_affluent,Hai Phong,under_10m,D,1968,male
SH0002463,mass,Hai Phong,under_10m,D,1971,male
SH0002464,mass,Ha Noi,under_10m,B,1977,female
SH0002465,emerging_affluent,Ho Chi Minh City,under_10m,C,2004,male
SH0002466,mass,Bac Ninh,under_10m,A,1976,female
SH0002467,emerging_affluent,Ho Chi Minh City,under_10m,B,1992,male
SH0002468,mass,Can Tho,under_10m,E,1972,female
SH0002469,mass,Nghe An,over_25m,D,1998,male
SH0002470,mass,Ho Chi Minh City,10m_to_25m,C,1993,female
SH0002471,emerging_affluent,Hai Phong,10m_to_25m,C,1984,female
SH0002472,mass,Da Nang,under_10m,D,1998,male
SH0002473,mass,Ho Chi Minh City,10m_to_25m,C,1998,male
SH0002474,mass,Da Nang,under_10m,C,1989,male
SH0002475,mass,Bac Ninh,over_25m,C,1981,male
SH0002476,emerging_affluent,Long An,under_10m,A,1981,female
SH0002477,mass,Ha Noi,10m_to_25m,D,1994,male
SH0002478,mass,Ha Noi,10m_to_25m,B,1968,female
SH0002479,emerging_affluent,Bac Ninh,over_25m,A,1971,male
SH0002480,mass,Ha Noi,under_10m,D,1985,male
SH0002481,mass,Ho Chi Minh City,under_10m,B,1995,male
SH0002482,emerging_affluent,Thanh Hoa,under_10m,C,1987,female
SH0002483,mass,Ho Chi Minh City,under_10m,B,1971,female
SH0002484,mass,Bac Ninh,under_10m,C,1967,female
SH0002485,emerging_affluent,Binh Duong,under_10m,C,1981,female
SH0002486,mass,Bac Ninh,over_25m,E,1988,male
SH0002487,emerging_affluent,Ho Chi Minh City,10m_to_25m,B,1987,male
SH0002488,mass,Ha Noi,under_10m,A,1979,female
SH0002489,mass,Ha Noi,under_10m,C,1971,male
SH0002490,mass,Ho Chi Minh City,under_10m,B,2005,male
SH0002491,mass,Ho Chi Minh City,under_10m,A,1971,male
SH0002492,mass,Ha Noi,10m_to_25m,B,1965,female
SH0002493,emerging_affluent,Ha Noi,under_10m,B,1984,female
SH0002494,mass,Long An,10m_to_25m,B,1969,female
SH0002495,mass,Ho Chi Minh City,10m_to_25m,B,1990,male
SH0002496,emerging_affluent,Long An,over_25m,C,1997,female
SH0002497,mass,Ho Chi Minh City,under_10m,C,2002,female
SH0002498,emerging_affluent,Thanh Hoa,10m_to_25m,C,1979,female
SH0002499,mass,Bac Ninh,10m_to_25m,D,1987,female
SH0002500,emerging_affluent,Khanh Hoa,under_10m,B,1993,female
SH0002501,emerging_affluent,Khanh Hoa,under_10m,B,1986,male
SH0002502,mass,Nghe An,under_10m,C,1990,male
SH0002503,mass,Bac Ninh,10m_to_25m,C,1976,male
SH0002504,mass,Ha Noi,under_10m,E,2002,male
SH0002505,emerging_affluent,Nghe An,under_10m,C,1986,female
SH0002506,mass,Ha Noi,under_10m,E,1986,female
SH0002507,mass,Ho Chi Minh City,10m_to_25m,B,1999,male
SH0002508,mass,Binh Duong,over_25m,B,1976,female
SH0002509,mass,Ha Noi,under_10m,B,1991,male
SH0002510,emerging_affluent,Ha Noi,under_10m,C,1993,female
SH0002511,mass,Ho Chi Minh City,10m_to_25m,E,1966,male
SH0002512,mass,Da Nang,10m_to_25m,C,1997,female
SH0002513,mass,Hai Phong,10m_to_25m,E,1999,male
SH0002514,emerging_affluent,Ha Noi,under_10m,C,1970,male
SH0002515,mass,Can Tho,under_10m,A,1981,female
SH0002516,emerging_affluent,Hai Phong,10m_to_25m,D,1994,male
SH0002517,mass,Binh Duong,10m_to_25m,D,1985,male
SH0002518,mass,Long An,10m_to_25m,B,1979,female
