snapshot_month,loan_id,outstanding_principal,dpd,dpd_bucket,status,is_restructured
2024-10-31,LN00004140,10488889,65,dpd_60_89,active,false
2024-11-30,LN00004140,9833333,26,dpd_1_29,active,false
2024-12-31,LN00004140,9177778,28,dpd_1_29,active,false
2025-01-31,LN00004140,8522222,30,dpd_30_59,active,false
2025-02-28,LN00004140,7866667,59,dpd_30_59,active,false
2025-03-31,LN00004140,7211111,59,dpd_30_59,active,false
2025-04-30,LN00004140,6555556,61,dpd_60_89,active,false
2025-05-31,LN00004140,5900000,63,dpd_60_89,active,false
2025-06-30,LN00004140,5244444,64,dpd_60_89,active,false
2025-07-31,LN00004140,4588889,65,dpd_60_89,active,false
2025-08-31,LN00004140,3933333,67,dpd_60_89,active,false
2025-09-30,LN00004140,3277778,68,dpd_60_89,active,false
2025-10-31,LN00004140,2622222,70,dpd_60_89,active,false
2025-11-30,LN00004140,1966667,72,dpd_60_89,active,false
2025-12-31,LN00004140,1311111,39,dpd_30_59,active,false
2024-09-30,LN00004141,7177778,35,dpd_30_59,active,false
2024-10-31,LN00004141,6755556,36,dpd_30_59,active,false
2024-11-30,LN00004141,6333333,12,dpd_1_29,active,false
2024-12-31,LN00004141,5911111,0,current,active,false
2025-01-31,LN00004141,5488889,0,current,active,false
2025-02-28,LN00004141,5066667,0,current,active,false
2025-03-31,LN00004141,4644444,0,current,active,false
2025-04-30,LN00004141,4222222,34,dpd_30_59,active,false
2025-05-31,LN00004141,3800000,36,dpd_30_59,active,false
2025-06-30,LN00004141,3377778,36,dpd_30_59,active,false
2025-07-31,LN00004141,2955556,38,dpd_30_59,active,false
2025-08-31,LN00004141,2533333,38,dpd_30_59,active,false
2025-09-30,LN00004141,2111111,38,dpd_30_59,active,false
2025-10-31,LN00004141,1688889,38,dpd_30_59,active,false
2025-11-30,LN00004141,1266667,40,dpd_30_59,active,false
2025-12-31,LN00004141,844444,41,dpd_30_59,active,false
2024-09-30,LN00004142,30953571,0,current,active,false
2024-10-31,LN00004142,29807143,0,current,active,false
2024-11-30,LN00004142,28660714,0,current,active,false
2024-12-31,LN00004142,27514286,0,current,active,false
2025-01-31,LN00004142,26367857,0,current,active,false
2025-02-28,LN00004142,25221429,0,current,active,false
2025-03-31,LN00004142,24075000,38,dpd_30_59,active,false
2025-04-30,LN00004142,22928571,38,dpd_30_59,active,false
2025-05-31,LN00004142,21782143,38,dpd_30_59,active,false
2025-06-30,LN00004142,20635714,38,dpd_30_59,active,false
2025-07-31,LN00004142,19489286,39,dpd_30_59,active,false
2025-08-31,LN00004142,18342857,39,dpd_30_59,active,false
2025-09-30,LN00004142,17196429,10,dpd_1_29,active,false
2025-10-31,LN00004142,16050000,10,dpd_1_29,active,false
2025-11-30,LN00004142,14903571,11,dpd_1_29,active,false
2025-12-31,LN00004142,13757143,0,current,active,false
2024-09-30,LN00004143,3333333,0,current,active,false
2024-10-31,LN00004143,2666667,0,current,active,false
2024-11-30,LN00004143,2000000,0,current,active,false
2024-12-31,LN00004143,1333333,0,current,active,false
2025-01-31,LN00004143,666667,0,current,active,false
2025-02-28,LN00004143,0,0,current,closed,false
2024-09-30,LN00004144,3150000,0,current,active,false
2024-10-31,LN00004144,2800000,0,current,active,false
2024-11-30,LN00004144,2450000,0,current,active,false
2024-12-31,LN00004144,2100000,0,current,active,false
2025-01-31,LN00004144,1750000,0,current,active,false
2025-02-28,LN00004144,1400000,0,current,active,false
2025-03-31,LN00004144,1050000,0,current,active,false
2025-04-30,LN00004144,700000,0,current,active,false
2025-05-31,LN00004144,350000,0,current,active,false
2025-06-30,LN00004144,0,0,current,closed,false
2024-09-30,LN00004145,6325000,0,current,active,false
2024-10-31,LN00004145,5750000,0,current,active,false
2024-11-30,LN00004145,5175000,0,current,active,false
2024-12-31,LN00004145,4600000,0,current,active,false
2025-01-31,LN00004145,4025000,0,current,active,false
2025-02-28,LN00004145,3450000,0,current,active,false
2025-03-31,LN00004145,2875000,0,current,active,false
2025-04-30,LN00004145,2300000,0,current,active,false
2025-05-31,LN00004145,1725000,0,current,active,false
2025-06-30,LN00004145,1150000,0,current,active,false
2025-07-31,LN00004145,575000,0,current,active,false
2025-08-31,LN00004145,0,0,current,closed,false
2024-09-30,LN00004146,8640000,24,dpd_1_29,active,false
2024-10-31,LN00004146,7680000,25,dpd_1_29,active,false
2024-11-30,LN00004146,6720000,25,dpd_1_29,active,false
2024-12-31,LN00004146,5760000,0,current,active,false
2025-01-31,LN00004146,4800000,0,current,active,false
2025-02-28,LN00004146,3840000,0,current,active,false
2025-03-31,LN00004146,2880000,0,current,active,false
2025-04-30,LN00004146,1920000,0,current,active,false
2025-05-31,LN00004146,960000,0,current,active,false
2025-06-30,LN00004146,0,0,current,closed,false
2024-09-30,LN00004147,4725000,0,current,active,false
2024-10-31,LN00004147,4050000,0,current,active,false
2024-11-30,LN00004147,3375000,43,dpd_30_59,active,false
2024-12-31,LN00004147,2700000,45,dpd_30_59,active,false
2025-01-31,LN00004147,2025000,45,dpd_30_59,active,false
2025-02-28,LN00004147,1350000,21,dpd_1_29,active,false
2025-03-31,LN00004147,675000,21,dpd_1_29,active,false
2025-04-30,LN00004147,0,0,current,closed,false
2024-09-30,LN00004148,21600000,0,current,active,false
2024-10-31,LN00004148,19200000,0,current,active,false
2024-11-30,LN00004148,16800000,0,current,active,false
2024-12-31,LN00004148,14400000,0,current,active,false
2025-01-31,LN00004148,12000000,0,current,active,false
2025-02-28,LN00004148,9600000,0,current,active,false
2025-03-31,LN00004148,7200000,0,current,active,false
2025-04-30,LN00004148,4800000,0,current,active,false
2025-05-31,LN00004148,2400000,0,current,active,false
2025-06-30,LN00004148,0,0,current,closed,false
2024-09-30,LN00004149,35103030,0,current,active,false
2024-10-31,LN00004149,34006061,0,current,active,false
2024-11-30,LN00004149,32909091,28,dpd_1_29,active,false
2024-12-31,LN00004149,31812121,28,dpd_1_29,active,false
2025-01-31,LN00004149,30715152,30,dpd_30_59,active,false
2025-02-28,LN00004149,29618182,56,dpd_30_59,active,false
2025-03-31,LN00004149,28521212,34,dpd_30_59,active,false
2025-04-30,LN00004149,27424242,35,dpd_30_59,active,false
2025-05-31,LN00004149,26327273,37,dpd_30_59,active,false
2025-06-30,LN00004149,25230303,17,dpd_1_29,active,false
2025-07-31,LN00004149,24133333,35,dpd_30_59,active,false
2025-08-31,LN00004149,23036364,13,dpd_1_29,active,false
2025-09-30,LN00004149,21939394,15,dpd_1_29,active,false
2025-10-31,LN00004149,20842424,15,dpd_1_29,active,false
2025-11-30,LN00004149,19745455,17,dpd_1_29,active,false
2025-12-31,LN00004149,18648485,0,current,active,false
2024-09-30,LN00004150,3941667,0,current,active,false
2024-10-31,LN00004150,3583333,0,current,active,false
2024-11-30,LN00004150,3225000,0,current,active,false
2024-12-31,LN00004150,2866667,0,current,active,false
2025-01-31,LN00004150,2508333,0,current,active,false
2025-02-28,LN00004150,2150000,0,current,active,false
2025-03-31,LN00004150,1791667,0,current,active,false
2025-04-30,LN00004150,1433333,0,current,active,false
2025-05-31,LN00004150,1075000,0,current,active,false
2025-06-30,LN00004150,716667,0,current,active,false
2025-07-31,LN00004150,358333,16,dpd_1_29,active,false
2025-08-31,LN00004150,0,0,current,closed,false
2024-09-30,LN00004151,21809524,0,current,active,false
2024-10-31,LN00004151,20719048,0,current,active,false
2024-11-30,LN00004151,19628571,0,current,active,false
2024-12-31,LN00004151,18538095,0,current,active,false
2025-01-31,LN00004151,17447619,0,current,active,false
2025-02-28,LN00004151,16357143,0,current,active,false
2025-03-31,LN00004151,15266667,0,current,active,false
2025-04-30,LN00004151,14176190,0,current,active,false
2025-05-31,LN00004151,13085714,0,current,active,false
2025-06-30,LN00004151,11995238,0,current,active,false
2025-07-31,LN00004151,10904762,0,current,active,false
2025-08-31,LN00004151,9814286,0,current,active,false
2025-09-30,LN00004151,8723810,15,dpd_1_29,active,false
2025-10-31,LN00004151,7633333,17,dpd_1_29,active,false
2025-11-30,LN00004151,6542857,18,dpd_1_29,active,false
2025-12-31,LN00004151,5452381,20,dpd_1_29,active,false
2024-09-30,LN00004152,32072727,0,current,active,false
2024-10-31,LN00004152,30545455,0,current,active,false
2024-11-30,LN00004152,29018182,0,current,active,false
2024-12-31,LN00004152,27490909,0,current,active,false
2025-01-31,LN00004152,25963636,0,current,active,false
2025-02-28,LN00004152,24436364,0,current,active,false
2025-03-31,LN00004152,22909091,40,dpd_30_59,active,false
2025-04-30,LN00004152,21381818,40,dpd_30_59,active,false
2025-05-31,LN00004152,19854545,41,dpd_30_59,active,false
2025-06-30,LN00004152,18327273,10,dpd_1_29,active,false
2025-07-31,LN00004152,16800000,12,dpd_1_29,active,false
2025-08-31,LN00004152,15272727,44,dpd_30_59,active,false
2025-09-30,LN00004152,13745455,44,dpd_30_59,active,false
2025-10-31,LN00004152,12218182,46,dpd_30_59,active,false
2025-11-30,LN00004152,10690909,13,dpd_1_29,active,false
2025-12-31,LN00004152,9163636,14,dpd_1_29,active,false
2024-09-30,LN00004153,2916667,0,current,active,false
2024-10-31,LN00004153,2333333,40,dpd_30_59,active,false
2024-11-30,LN00004153,1750000,6,dpd_1_29,active,false
2024-12-31,LN00004153,1166667,0,current,active,false
2025-01-31,LN00004153,583333,0,current,active,false
2025-02-28,LN00004153,0,0,current,closed,false
2024-09-30,LN00004154,6200000,0,current,active,false
2024-10-31,LN00004154,3100000,0,current,active,false
2024-11-30,LN00004154,0,0,current,closed,false
2024-09-30,LN00004155,1925000,0,current,active,false
2024-10-31,LN00004155,1650000,0,current,active,false
2024-11-30,LN00004155,1375000,0,current,active,false
2024-12-31,LN00004155,1100000,0,current,active,false
2025-01-31,LN00004155,825000,0,current,active,false
2025-02-28,LN00004155,550000,0,current,active,false
2025-03-31,LN00004155,275000,0,current,active,false
2025-04-30,LN00004155,0,0,current,closed,false
2024-09-30,LN00004156,88445000,0,current,active,false
2024-10-31,LN00004156,83790000,0,current,active,false
2024-11-30,LN00004156,79135000,0,current,active,false
2024-12-31,LN00004156,74480000,28,dpd_1_29,active,false
2025-01-31,LN00004156,69825000,29,dpd_1_29,active,false
2025-02-28,LN00004156,65170000,69,dpd_60_89,active,false
2025-03-31,LN00004156,60515000,69,dpd_60_89,active,false
2025-04-30,LN00004156,55860000,49,dpd_30_59,active,false
2025-05-31,LN00004156,51205000,0,current,active,true
2025-06-30,LN00004156,46550000,0,current,active,true
2025-07-31,LN00004156,41895000,0,current,active,true
2025-08-31,LN00004156,37240000,0,current,active,true
2025-09-30,LN00004156,32585000,0,current,active,true
2025-10-31,LN00004156,27930000,0,current,active,true
2025-11-30,LN00004156,23275000,0,current,active,true
2025-12-31,LN00004156,18620000,0,current,active,true
2024-09-30,LN00004157,5288889,0,current,active,false
2024-10-31,LN00004157,4977778,0,current,active,false
2024-11-30,LN00004157,4666667,0,current,active,false
2024-12-31,LN00004157,4355556,0,current,active,false
2025-01-31,LN00004157,4044444,0,current,active,false
2025-02-28,LN00004157,3733333,0,current,active,false
2025-03-31,LN00004157,3422222,0,current,active,false
2025-04-30,LN00004157,3111111,0,current,active,false
2025-05-31,LN00004157,2800000,0,current,active,false
2025-06-30,LN00004157,2488889,0,current,active,false
2025-07-31,LN00004157,2177778,40,dpd_30_59,active,false
2025-08-31,LN00004157,1866667,11,dpd_1_29,active,false
2025-09-30,LN00004157,1555556,11,dpd_1_29,active,false
2025-10-31,LN00004157,1244444,13,dpd_1_29,active,false
2025-11-30,LN00004157,933333,0,current,active,false
2025-12-31,LN00004157,622222,0,current,active,false
2024-09-30,LN00004158,36550000,0,current,active,false
2024-10-31,LN00004158,34400000,0,current,active,false
2024-11-30,LN00004158,32250000,30,dpd_30_59,active,false
2024-12-31,LN00004158,30100000,31,dpd_30_59,active,false
2025-01-31,LN00004158,27950000,33,dpd_30_59,active,false
2025-02-28,LN00004158,25800000,33,dpd_30_59,active,false
2025-03-31,LN00004158,23650000,35,dpd_30_59,active,false
2025-04-30,LN00004158,21500000,37,dpd_30_59,active,false
2025-05-31,LN00004158,19350000,9,dpd_1_29,active,false
2025-06-30,LN00004158,17200000,11,dpd_1_29,active,false
2025-07-31,LN00004158,15050000,12,dpd_1_29,active,false
2025-08-31,LN00004158,12900000,0,current,active,false
2025-09-30,LN00004158,10750000,0,current,active,false
2025-10-31,LN00004158,8600000,0,current,active,false
2025-11-30,LN00004158,6450000,0,current,active,false
2025-12-31,LN00004158,4300000,0,current,active,false
2024-09-30,LN00004159,6416667,0,current,active,false
2024-10-31,LN00004159,5133333,0,current,active,false
2024-11-30,LN00004159,3850000,0,current,active,false
2024-12-31,LN00004159,2566667,0,current,active,false
2025-01-31,LN00004159,1283333,0,current,active,false
2025-02-28,LN00004159,0,0,current,closed,false
2024-09-30,LN00004160,50142857,0,current,active,false
2024-10-31,LN00004160,41785714,0,current,active,false
2024-11-30,LN00004160,33428571,0,current,active,false
2024-12-31,LN00004160,25071429,0,current,active,false
2025-01-31,LN00004160,16714286,0,current,active,false
2025-02-28,LN00004160,8357143,0,current,active,false
2025-03-31,LN00004160,0,0,current,closed,false
2024-09-30,LN00004161,44444444,0,current,active,false
2024-10-31,LN00004161,38888889,0,current,active,false
2024-11-30,LN00004161,33333333,0,current,active,false
2024-12-31,LN00004161,27777778,0,current,active,false
2025-01-31,LN00004161,22222222,0,current,active,false
2025-02-28,LN00004161,16666667,0,current,active,false
2025-03-31,LN00004161,11111111,0,current,active,false
2025-04-30,LN00004161,5555556,0,current,active,false
2025-05-31,LN00004161,0,0,current,closed,false
2024-09-30,LN00004162,6490625,0,current,active,false
2024-10-31,LN00004162,6281250,0,current,active,false
2024-11-30,LN00004162,6071875,0,current,active,false
2024-12-31,LN00004162,5862500,0,current,active,false
2025-01-31,LN00004162,5653125,0,current,active,false
2025-02-28,LN00004162,5443750,0,current,active,false
2025-03-31,LN00004162,5234375,0,current,active,false
2025-04-30,LN00004162,5025000,32,dpd_30_59,active,false
2025-05-31,LN00004162,4815625,33,dpd_30_59,active,false
2025-06-30,LN00004162,4606250,34,dpd_30_59,active,false
2025-07-31,LN00004162,4396875,35,dpd_30_59,active,false
2025-08-31,LN00004162,4187500,6,dpd_1_29,active,false
2025-09-30,LN00004162,3978125,6,dpd_1_29,active,false
2025-10-31,LN00004162,3768750,8,dpd_1_29,active,false
2025-11-30,LN00004162,3559375,8,dpd_1_29,active,false
2025-12-31,LN00004162,3350000,30,dpd_30_59,active,false
2024-09-30,LN00004163,24475000,0,current,active,false
2024-10-31,LN00004163,22250000,0,current,active,false
2024-11-30,LN00004163,20025000,0,current,active,false
2024-12-31,LN00004163,17800000,0,current,active,false
2025-01-31,LN00004163,15575000,26,dpd_1_29,active,false
2025-02-28,LN00004163,13350000,3,dpd_1_29,active,false
2025-03-31,LN00004163,11125000,0,current,active,false
2025-04-30,LN00004163,8900000,0,current,active,false
2025-05-31,LN00004163,6675000,0,current,active,false
2025-06-30,LN00004163,4450000,0,current,active,false
2025-07-31,LN00004163,2225000,0,current,active,false
2025-08-31,LN00004163,0,0,current,closed,false
2024-09-30,LN00004164,188434783,0,current,active,false
2024-10-31,LN00004164,179869565,0,current,active,false
2024-11-30,LN00004164,171304348,35,dpd_30_59,active,false
2024-12-31,LN00004164,162739130,37,dpd_30_59,active,false
2025-01-31,LN00004164,154173913,39,dpd_30_59,active,false
2025-02-28,LN00004164,145608696,39,dpd_30_59,active,false
2025-03-31,LN00004164,137043478,41,dpd_30_59,active,false
2025-04-30,LN00004164,128478261,21,dpd_1_29,active,false
2025-05-31,LN00004164,119913043,22,dpd_1_29,active,false
2025-06-30,LN00004164,111347826,39,dpd_30_59,active,false
2025-07-31,LN00004164,102782609,40,dpd_30_59,active,false
2025-08-31,LN00004164,94217391,83,dpd_60_89,active,false
2025-09-30,LN00004164,85652174,83,dpd_60_89,active,false
2025-10-31,LN00004164,77086957,85,dpd_60_89,active,false
2025-11-30,LN00004164,68521739,85,dpd_60_89,active,false
2025-12-31,LN00004164,59956522,56,dpd_30_59,active,false
2024-09-30,LN00004165,10818182,0,current,active,false
2024-10-31,LN00004165,9736364,17,dpd_1_29,active,false
2024-11-30,LN00004165,8654545,18,dpd_1_29,active,false
2024-12-31,LN00004165,7572727,18,dpd_1_29,active,false
2025-01-31,LN00004165,6490909,45,dpd_30_59,active,false
2025-02-28,LN00004165,5409091,45,dpd_30_59,active,false
2025-03-31,LN00004165,4327273,60,dpd_60_89,active,false
2025-04-30,LN00004165,3245455,0,current,active,true
2025-05-31,LN00004165,2163636,0,current,active,true
2025-06-30,LN00004165,1081818,0,current,active,true
2025-07-31,LN00004165,0,0,current,closed,true
2024-09-30,LN00004166,17642857,0,current,active,false
2024-10-31,LN00004166,16285714,0,current,active,false
2024-11-30,LN00004166,14928571,0,current,active,false
2024-12-31,LN00004166,13571429,0,current,active,false
2025-01-31,LN00004166,12214286,0,current,active,false
2025-02-28,LN00004166,10857143,0,current,active,false
2025-03-31,LN00004166,9500000,0,current,active,false
2025-04-30,LN00004166,8142857,0,current,active,false
2025-05-31,LN00004166,6785714,0,current,active,false
2025-06-30,LN00004166,5428571,0,current,active,false
2025-07-31,LN00004166,4071429,0,current,active,false
2025-08-31,LN00004166,2714286,0,current,active,false
2025-09-30,LN00004166,1357143,0,current,active,false
2025-10-31,LN00004166,0,0,current,closed,false
2024-09-30,LN00004167,3111111,0,current,active,false
2024-10-31,LN00004167,2722222,0,current,active,false
2024-11-30,LN00004167,2333333,0,current,active,false
2024-12-31,LN00004167,1944444,0,current,active,false
2025-01-31,LN00004167,1555556,0,current,active,false
2025-02-28,LN00004167,1166667,0,current,active,false
2025-03-31,LN00004167,777778,0,current,active,false
2025-04-30,LN00004167,388889,0,current,active,false
2025-05-31,LN00004167,0,0,current,closed,false
2024-09-30,LN00004168,42257143,0,current,active,false
2024-10-31,LN00004168,41014286,0,current,active,false
2024-11-30,LN00004168,39771429,0,current,active,false
2024-12-31,LN00004168,38528571,0,current,active,false
2025-01-31,LN00004168,37285714,0,current,active,false
2025-02-28,LN00004168,36042857,0,current,active,false
2025-03-31,LN00004168,34800000,0,current,active,false
2025-04-30,LN00004168,33557143,0,current,active,false
2025-05-31,LN00004168,32314286,0,current,active,false
2025-06-30,LN00004168,31071429,0,current,active,false
2025-07-31,LN00004168,29828571,0,current,active,false
2025-08-31,LN00004168,28585714,0,current,active,false
2025-09-30,LN00004168,27342857,0,current,active,false
2025-10-31,LN00004168,26100000,0,current,active,false
2025-11-30,LN00004168,24857143,0,current,active,false
2025-12-31,LN00004168,23614286,0,current,active,false
2024-09-30,LN00004169,14272727,0,current,active,false
2024-10-31,LN00004169,12845455,0,current,active,false
2024-11-30,LN00004169,11418182,0,current,active,false
2024-12-31,LN00004169,9990909,0,current,active,false
2025-01-31,LN00004169,8563636,35,dpd_30_59,active,false
2025-02-28,LN00004169,7136364,35,dpd_30_59,active,false
2025-03-31,LN00004169,5709091,36,dpd_30_59,active,false
2025-04-30,LN00004169,4281818,38,dpd_30_59,active,false
2025-05-31,LN00004169,2854545,40,dpd_30_59,active,false
2025-06-30,LN00004169,1427273,14,dpd_1_29,active,false
2025-07-31,LN00004169,0,0,current,closed,false
2024-09-30,LN00004170,46170000,20,dpd_1_29,active,false
2024-10-31,LN00004170,41040000,22,dpd_1_29,active,false
2024-11-30,LN00004170,35910000,1,dpd_1_29,active,false
2024-12-31,LN00004170,30780000,2,dpd_1_29,active,false
2025-01-31,LN00004170,25650000,0,current,active,false
2025-02-28,LN00004170,20520000,0,current,active,false
2025-03-31,LN00004170,15390000,0,current,active,false
2025-04-30,LN00004170,10260000,0,current,active,false
2025-05-31,LN00004170,5130000,0,current,active,false
2025-06-30,LN00004170,0,0,current,closed,false
2024-09-30,LN00004171,70312500,0,current,active,false
2024-10-31,LN00004171,65625000,44,dpd_30_59,active,false
2024-11-30,LN00004171,60937500,14,dpd_1_29,active,false
2024-12-31,LN00004171,56250000,15,dpd_1_29,active,false
2025-01-31,LN00004171,51562500,15,dpd_1_29,active,false
2025-02-28,LN00004171,46875000,17,dpd_1_29,active,false
2025-03-31,LN00004171,42187500,19,dpd_1_29,active,false
2025-04-30,LN00004171,37500000,21,dpd_1_29,active,false
2025-05-31,LN00004171,32812500,40,dpd_30_59,active,false
2025-06-30,LN00004171,28125000,14,dpd_1_29,active,false
2025-07-31,LN00004171,23437500,15,dpd_1_29,active,false
2025-08-31,LN00004171,18750000,17,dpd_1_29,active,false
2025-09-30,LN00004171,14062500,19,dpd_1_29,active,false
2025-10-31,LN00004171,9375000,19,dpd_1_29,active,false
2025-11-30,LN00004171,4687500,21,dpd_1_29,active,false
2025-12-31,LN00004171,0,0,current,closed,false
2024-09-30,LN00004172,184064516,0,current,active,false
2024-10-31,LN00004172,177929032,0,current,active,false
2024-11-30,LN00004172,171793548,27,dpd_1_29,active,false
2024-12-31,LN00004172,165658065,0,current,active,false
2025-01-31,LN00004172,159522581,0,current,active,false
2025-02-28,LN00004172,153387097,26,dpd_1_29,active,false
2025-03-31,LN00004172,147251613,27,dpd_1_29,active,false
2025-04-30,LN00004172,141116129,27,dpd_1_29,active,false
2025-05-31,LN00004172,134980645,28,dpd_1_29,active,false
2025-06-30,LN00004172,128845161,29,dpd_1_29,active,false
2025-07-31,LN00004172,122709677,31,dpd_30_59,active,false
2025-08-31,LN00004172,116574194,33,dpd_30_59,active,false
2025-09-30,LN00004172,110438710,61,dpd_60_89,active,false
2025-10-31,LN00004172,104303226,63,dpd_60_89,active,false
2025-11-30,LN00004172,98167742,65,dpd_60_89,active,false
2025-12-31,LN00004172,92032258,67,dpd_60_89,active,false
2024-09-30,LN00004173,10133333,0,current,active,false
2024-10-31,LN00004173,8866667,0,current,active,false
2024-11-30,LN00004173,7600000,0,current,active,false
2024-12-31,LN00004173,6333333,0,current,active,false
2025-01-31,LN00004173,5066667,0,current,active,false
2025-02-28,LN00004173,3800000,0,current,active,false
2025-03-31,LN00004173,2533333,36,dpd_30_59,active,false
2025-04-30,LN00004173,1266667,37,dpd_30_59,active,false
2025-05-31,LN00004173,0,0,current,closed,false
2024-09-30,LN00004174,20995000,0,current,active,false
2024-10-31,LN00004174,19890000,0,current,active,false
2024-11-30,LN00004174,18785000,0,current,active,false
2024-12-31,LN00004174,17680000,0,current,active,false
2025-01-31,LN00004174,16575000,0,current,active,false
2025-02-28,LN00004174,15470000,0,current,active,false
2025-03-31,LN00004174,14365000,0,current,active,false
2025-04-30,LN00004174,13260000,0,current,active,false
2025-05-31,LN00004174,12155000,0,current,active,false
2025-06-30,LN00004174,11050000,0,current,active,false
2025-07-31,LN00004174,9945000,0,current,active,false
2025-08-31,LN00004174,8840000,0,current,active,false
2025-09-30,LN00004174,7735000,24,dpd_1_29,active,false
2025-10-31,LN00004174,6630000,2,dpd_1_29,active,false
2025-11-30,LN00004174,5525000,4,dpd_1_29,active,false
2025-12-31,LN00004174,4420000,4,dpd_1_29,active,false
2024-09-30,LN00004175,4500000,0,current,active,false
2024-10-31,LN00004175,4000000,0,current,active,false
2024-11-30,LN00004175,3500000,0,current,active,false
2024-12-31,LN00004175,3000000,0,current,active,false
2025-01-31,LN00004175,2500000,0,current,active,false
2025-02-28,LN00004175,2000000,28,dpd_1_29,active,false
2025-03-31,LN00004175,1500000,5,dpd_1_29,active,false
2025-04-30,LN00004175,1000000,0,current,active,false
2025-05-31,LN00004175,500000,0,current,active,false
2025-06-30,LN00004175,0,0,current,closed,false
2024-09-30,LN00004176,13895833,0,current,active,false
2024-10-31,LN00004176,13291667,0,current,active,false
2024-11-30,LN00004176,12687500,0,current,active,false
2024-12-31,LN00004176,12083333,0,current,active,false
2025-01-31,LN00004176,11479167,0,current,active,false
2025-02-28,LN00004176,10875000,35,dpd_30_59,active,false
2025-03-31,LN00004176,10270833,0,current,active,false
2025-04-30,LN00004176,9666667,0,current,active,false
2025-05-31,LN00004176,9062500,0,current,active,false
2025-06-30,LN00004176,8458333,0,current,active,false
2025-07-31,LN00004176,7854167,0,current,active,false
2025-08-31,LN00004176,7250000,0,current,active,false
2025-09-30,LN00004176,6645833,0,current,active,false
2025-10-31,LN00004176,6041667,0,current,active,false
2025-11-30,LN00004176,5437500,0,current,active,false
2025-12-31,LN00004176,4833333,31,dpd_30_59,active,false
2024-09-30,LN00004177,40909091,34,dpd_30_59,active,false
2024-10-31,LN00004177,36818182,34,dpd_30_59,active,false
2024-11-30,LN00004177,32727273,34,dpd_30_59,active,false
2024-12-31,LN00004177,28636364,36,dpd_30_59,active,false
2025-01-31,LN00004177,24545455,38,dpd_30_59,active,false
2025-02-28,LN00004177,20454545,2,dpd_1_29,active,false
2025-03-31,LN00004177,16363636,2,dpd_1_29,active,false
2025-04-30,LN00004177,12272727,20,dpd_1_29,active,false
2025-05-31,LN00004177,8181818,20,dpd_1_29,active,false
2025-06-30,LN00004177,4090909,21,dpd_1_29,active,false
2025-07-31,LN00004177,0,0,current,closed,false
2024-09-30,LN00004178,13866667,0,current,active,false
2024-10-31,LN00004178,12133333,0,current,active,false
2024-11-30,LN00004178,10400000,0,current,active,false
2024-12-31,LN00004178,8666667,0,current,active,false
2025-01-31,LN00004178,6933333,0,current,active,false
2025-02-28,LN00004178,5200000,0,current,active,false
2025-03-31,LN00004178,3466667,20,dpd_1_29,active,false
2025-04-30,LN00004178,1733333,21,dpd_1_29,active,false
2025-05-31,LN00004178,0,0,current,closed,false
2024-09-30,LN00004179,42166667,0,current,active,false
2024-10-31,LN00004179,38333333,0,current,active,false
2024-11-30,LN00004179,34500000,0,current,active,false
2024-12-31,LN00004179,30666667,0,current,active,false
2025-01-31,LN00004179,26833333,0,current,active,false
2025-02-28,LN00004179,23000000,24,dpd_1_29,active,false
2025-03-31,LN00004179,19166667,25,dpd_1_29,active,false
2025-04-30,LN00004179,15333333,60,dpd_60_89,active,false
2025-05-31,LN00004179,11500000,61,dpd_60_89,active,false
2025-06-30,LN00004179,7666667,62,dpd_60_89,active,false
2025-07-31,LN00004179,3833333,62,dpd_60_89,active,false
2025-08-31,LN00004179,0,0,current,closed,false
2024-09-30,LN00004180,5079167,0,current,active,false
2024-10-31,LN00004180,4858333,0,current,active,false
2024-11-30,LN00004180,4637500,0,current,active,false
2024-12-31,LN00004180,4416667,0,current,active,false
2025-01-31,LN00004180,4195833,0,current,active,false
2025-02-28,LN00004180,3975000,0,current,active,false
2025-03-31,LN00004180,3754167,16,dpd_1_29,active,false
2025-04-30,LN00004180,3533333,17,dpd_1_29,active,false
2025-05-31,LN00004180,3312500,17,dpd_1_29,active,false
2025-06-30,LN00004180,3091667,0,current,active,false
2025-07-31,LN00004180,2870833,0,current,active,false
2025-08-31,LN00004180,2650000,0,current,active,false
2025-09-30,LN00004180,2429167,23,dpd_1_29,active,false
2025-10-31,LN00004180,2208333,0,current,active,false
2025-11-30,LN00004180,1987500,0,current,active,false
2025-12-31,LN00004180,1766667,0,current,active,false
2024-09-30,LN00004181,6682353,0,current,active,false
2024-10-31,LN00004181,6264706,0,current,active,false
2024-11-30,LN00004181,5847059,0,current,active,false
2024-12-31,LN00004181,5429412,16,dpd_1_29,active,false
2025-01-31,LN00004181,5011765,18,dpd_1_29,active,false
2025-02-28,LN00004181,4594118,0,current,active,false
2025-03-31,LN00004181,4176471,0,current,active,false
2025-04-30,LN00004181,3758824,0,current,active,false
2025-05-31,LN00004181,3341176,0,current,active,false
2025-06-30,LN00004181,2923529,0,current,active,false
2025-07-31,LN00004181,2505882,0,current,active,false
2025-08-31,LN00004181,2088235,0,current,active,false
2025-09-30,LN00004181,1670588,0,current,active,false
2025-10-31,LN00004181,1252941,0,current,active,false
2025-11-30,LN00004181,835294,0,current,active,false
2025-12-31,LN00004181,417647,0,current,active,false
2024-09-30,LN00004182,29516667,0,current,active,false
