month,loan_id,amount_due,amount_collected,bucket_at_due
2025-01-01,LN00004351,676000,649689,dpd_1_29
2025-02-01,LN00004351,676000,481987,dpd_30_59
2025-03-01,LN00004351,676000,632193,current
2025-04-01,LN00004351,676000,610343,current
2025-05-01,LN00004351,676000,628308,current
2025-06-01,LN00004351,676000,663395,current
2025-07-01,LN00004351,676000,619986,current
2025-08-01,LN00004351,676000,673081,dpd_1_29
2025-09-01,LN00004351,676000,602804,dpd_1_29
2025-10-01,LN00004351,676000,619422,current
2025-11-01,LN00004351,676000,619127,current
2025-12-01,LN00004351,676000,607748,current
2024-10-01,LN00004352,24547000,23116443,current
2024-11-01,LN00004352,24547000,22715555,current
2024-12-01,LN00004352,24547000,22047649,dpd_1_29
2025-01-01,LN00004352,24547000,23222767,dpd_1_29
2025-02-01,LN00004352,24547000,22977754,current
2025-03-01,LN00004352,24547000,23814524,dpd_1_29
2024-10-01,LN00004353,1061000,999814,current
2024-11-01,LN00004353,1061000,975588,current
2024-12-01,LN00004353,1061000,949819,dpd_1_29
2025-01-01,LN00004353,1061000,970565,dpd_1_29
2025-02-01,LN00004353,1061000,1007936,current
2025-03-01,LN00004353,1061000,940207,current
2025-04-01,LN00004353,1061000,975281,current
2025-05-01,LN00004353,1061000,958459,current
2025-06-01,LN00004353,1061000,1008886,current
2025-07-01,LN00004353,1061000,1051547,current
2025-08-01,LN00004353,1061000,1045212,current
2025-09-01,LN00004353,1061000,985039,current
2025-10-01,LN00004353,1061000,934855,current
2025-11-01,LN00004353,1061000,942144,current
2025-12-01,LN00004353,1061000,991903,current
2024-10-01,LN00004354,848000,812015,current
2024-11-01,LN00004354,848000,763919,current
2024-12-01,LN00004354,848000,755049,current
2025-01-01,LN00004354,848000,776378,current
2025-02-01,LN00004354,848000,806176,current
2025-03-01,LN00004354,848000,769099,current
2025-04-01,LN00004354,848000,798071,current
2025-05-01,LN00004354,848000,844303,current
2025-06-01,LN00004354,848000,802200,current
2025-07-01,LN00004354,848000,769040,current
2025-08-01,LN00004354,848000,774247,current
2025-09-01,LN00004354,848000,835068,current
2025-10-01,LN00004354,848000,808502,current
2024-10-01,LN00004355,10292000,9498026,current
2024-11-01,LN00004355,10292000,9652904,current
2024-12-01,LN00004355,10292000,8623040,dpd_1_29
2025-01-01,LN00004355,10292000,7051082,dpd_30_59
2025-02-01,LN00004355,10292000,9792334,current
2025-03-01,LN00004355,10292000,9325645,current
2025-04-01,LN00004355,10292000,10185349,current
2025-05-01,LN00004355,10292000,9630112,current
2025-06-01,LN00004355,10292000,9270238,current
2025-07-01,LN00004355,10292000,9145123,current
2025-08-01,LN00004355,10292000,10068534,current
2025-09-01,LN00004355,10292000,9598169,current
2025-10-01,LN00004355,10292000,9681108,current
2025-11-01,LN00004355,10292000,9726364,current
2025-12-01,LN00004355,10292000,9598843,current
2024-10-01,LN00004356,1076000,952470,current
2024-11-01,LN00004356,1076000,962897,dpd_1_29
2024-12-01,LN00004356,1076000,999608,dpd_1_29
2025-01-01,LN00004356,1076000,965992,current
2025-02-01,LN00004356,1076000,1041947,current
2025-03-01,LN00004356,1076000,977090,current
2025-04-01,LN00004356,1076000,976223,current
2025-05-01,LN00004356,1076000,1031093,current
2025-06-01,LN00004356,1076000,999051,current
2025-07-01,LN00004356,1076000,932378,dpd_1_29
2025-08-01,LN00004356,1076000,977257,current
2025-09-01,LN00004356,1076000,960410,current
2025-10-01,LN00004356,1076000,1058188,current
2025-11-01,LN00004356,1076000,989314,current
2025-12-01,LN00004356,1076000,1040857,current
2024-10-01,LN00004357,3679000,3554662,current
2024-11-01,LN00004357,3679000,3319258,current
2024-12-01,LN00004357,3679000,3103354,dpd_1_29
2025-01-01,LN00004357,3679000,3617401,current
2025-02-01,LN00004357,3679000,3557582,current
2025-03-01,LN00004357,3679000,3278353,current
2025-04-01,LN00004357,3679000,3586494,current
2025-05-01,LN00004357,3679000,3504918,current
2025-06-01,LN00004357,3679000,3496352,current
2025-07-01,LN00004357,3679000,3604499,current
2025-08-01,LN00004357,3679000,3452206,current
2025-09-01,LN00004357,3679000,3449138,current
2025-10-01,LN00004357,3679000,3322152,current
2024-10-01,LN00004358,2904000,2858729,current
2024-11-01,LN00004358,2904000,2580573,current
2024-12-01,LN00004358,2904000,2706659,current
2025-01-01,LN00004358,2904000,2834485,current
2025-02-01,LN00004358,2904000,2615881,current
2025-03-01,LN00004358,2904000,2684427,current
2024-10-01,LN00004359,1648000,1564435,current
2024-11-01,LN00004359,1648000,1450176,dpd_1_29
2024-12-01,LN00004359,1648000,1549689,current
2025-01-01,LN00004359,1648000,1635414,current
2025-02-01,LN00004359,1648000,1644099,current
2025-03-01,LN00004359,1648000,1489844,current
2025-04-01,LN00004359,1648000,1515203,current
2025-05-01,LN00004359,1648000,1616166,current
2025-06-01,LN00004359,1648000,1475374,current
2025-07-01,LN00004359,1648000,1530994,current
2025-08-01,LN00004359,1648000,1616282,current
2025-09-01,LN00004359,1648000,1574878,current
2025-10-01,LN00004359,1648000,1471995,current
2025-11-01,LN00004359,1648000,1505718,current
2025-12-01,LN00004359,1648000,1630547,current
2024-10-01,LN00004360,1393000,1270567,current
2024-11-01,LN00004360,1393000,1227620,current
2024-12-01,LN00004360,1393000,1287670,dpd_1_29
2025-01-01,LN00004360,1393000,1277321,dpd_1_29
2025-02-01,LN00004360,1393000,1323072,current
2025-03-01,LN00004360,1393000,1271405,current
2025-04-01,LN00004360,1393000,1388414,current
2025-05-01,LN00004360,1393000,1388453,current
2025-06-01,LN00004360,1393000,1279570,current
2025-07-01,LN00004360,1393000,1361953,current
2025-08-01,LN00004360,1393000,1234389,current
2024-10-01,LN00004361,2242000,2209553,current
2024-11-01,LN00004361,2242000,1814271,dpd_1_29
2024-12-01,LN00004361,2242000,2124440,dpd_1_29
2025-01-01,LN00004361,2242000,1518075,dpd_30_59
2025-02-01,LN00004361,2242000,1545194,dpd_30_59
2025-03-01,LN00004361,2242000,713080,dpd_60_89
2025-04-01,LN00004361,2242000,779852,dpd_60_89
2025-05-01,LN00004361,2242000,86893,dpd_90_plus
2025-06-01,LN00004361,2242000,317257,dpd_90_plus
2025-07-01,LN00004361,2242000,367301,dpd_90_plus
2025-08-01,LN00004361,2242000,270122,dpd_90_plus
2025-09-01,LN00004361,2242000,422319,dpd_90_plus
2025-10-01,LN00004361,2242000,441371,dpd_90_plus
2025-11-01,LN00004361,2242000,160310,dpd_90_plus
2025-12-01,LN00004361,2242000,230855,dpd_90_plus
2024-10-01,LN00004362,516000,510933,current
2024-11-01,LN00004362,516000,454909,current
2024-12-01,LN00004362,516000,456111,dpd_1_29
2025-01-01,LN00004362,516000,479109,current
2025-02-01,LN00004362,516000,468987,dpd_1_29
2025-03-01,LN00004362,516000,289708,dpd_30_59
2025-04-01,LN00004362,516000,198845,dpd_60_89
2025-05-01,LN00004362,516000,148268,dpd_60_89
2024-10-01,LN00004363,742000,680866,current
2024-11-01,LN00004363,742000,686202,current
2024-12-01,LN00004363,742000,701346,current
2025-01-01,LN00004363,742000,713620,current
2025-02-01,LN00004363,742000,673917,current
2025-03-01,LN00004363,742000,649360,dpd_1_29
2025-04-01,LN00004363,742000,710746,current
2025-05-01,LN00004363,742000,723578,current
2025-06-01,LN00004363,742000,689571,current
2025-07-01,LN00004363,742000,683371,current
2025-08-01,LN00004363,742000,691262,dpd_1_29
2025-09-01,LN00004363,742000,701830,current
2025-10-01,LN00004363,742000,668494,current
2025-11-01,LN00004363,742000,676674,current
2025-12-01,LN00004363,742000,684143,current
2024-10-01,LN00004364,6997000,6274460,current
2024-11-01,LN00004364,6997000,6399097,current
2024-12-01,LN00004364,6997000,6718511,current
2025-01-01,LN00004364,6997000,6513458,current
2025-02-01,LN00004364,6997000,6200411,current
2025-03-01,LN00004364,6997000,6856810,current
2025-04-01,LN00004364,6997000,6976431,current
2024-10-01,LN00004365,294000,277939,current
2024-11-01,LN00004365,294000,264963,dpd_1_29
2024-12-01,LN00004365,294000,240504,dpd_1_29
2025-01-01,LN00004365,294000,261638,current
2025-02-01,LN00004365,294000,288908,current
2025-03-01,LN00004365,294000,252462,dpd_1_29
2025-04-01,LN00004365,294000,267274,dpd_1_29
2025-05-01,LN00004365,294000,267522,dpd_1_29
2025-06-01,LN00004365,294000,267709,dpd_1_29
2025-07-01,LN00004365,294000,166988,dpd_30_59
2025-08-01,LN00004365,294000,206108,dpd_30_59
2025-09-01,LN00004365,294000,258815,current
2025-10-01,LN00004365,294000,290604,current
2025-11-01,LN00004365,294000,292273,current
2025-12-01,LN00004365,294000,262775,dpd_1_29
2024-10-01,LN00004366,269000,263868,current
2024-11-01,LN00004366,269000,249790,current
2024-12-01,LN00004366,269000,226155,dpd_1_29
2025-01-01,LN00004366,269000,249071,current
2025-02-01,LN00004366,269000,261074,current
2025-03-01,LN00004366,269000,247408,current
2025-04-01,LN00004366,269000,253236,current
2025-05-01,LN00004366,269000,265328,current
2025-06-01,LN00004366,269000,245495,current
2025-07-01,LN00004366,269000,249122,current
2025-08-01,LN00004366,269000,250641,current
2025-09-01,LN00004366,269000,259698,current
2025-10-01,LN00004366,269000,258071,current
2025-11-01,LN00004366,269000,258084,current
2024-10-01,LN00004367,2457000,2280217,current
2024-11-01,LN00004367,2457000,2392236,current
2024-12-01,LN00004367,2457000,1997277,dpd_1_29
2025-01-01,LN00004367,2457000,2420161,dpd_1_29
2025-02-01,LN00004367,2457000,1493678,dpd_30_59
2025-03-01,LN00004367,2457000,1594046,dpd_30_59
2025-04-01,LN00004367,2457000,2432516,current
2025-05-01,LN00004367,2457000,2222918,current
2025-06-01,LN00004367,2457000,2343834,current
2025-07-01,LN00004367,2457000,2302085,current
2025-08-01,LN00004367,2457000,2370264,current
2025-09-01,LN00004367,2457000,2346736,current
2025-10-01,LN00004367,2457000,2364323,current
2025-11-01,LN00004367,2457000,2449622,current
2025-12-01,LN00004367,2457000,2189843,current
2024-10-01,LN00004368,3924000,3791278,current
2024-11-01,LN00004368,3924000,3553640,current
2024-12-01,LN00004368,3924000,3596587,current
2025-01-01,LN00004368,3924000,3702902,current
2024-10-01,LN00004369,227000,223779,current
2024-11-01,LN00004369,227000,198792,dpd_1_29
2024-12-01,LN00004369,227000,225819,dpd_1_29
2025-01-01,LN00004369,227000,150938,dpd_30_59
2025-02-01,LN00004369,227000,149533,dpd_30_59
2025-03-01,LN00004369,227000,76406,dpd_60_89
2025-04-01,LN00004369,227000,99215,dpd_60_89
2025-05-01,LN00004369,227000,12895,dpd_90_plus
2024-10-01,LN00004370,571000,533052,current
2024-11-01,LN00004370,571000,462247,dpd_1_29
2024-12-01,LN00004370,571000,391785,dpd_30_59
2025-01-01,LN00004370,571000,397724,dpd_30_59
2025-02-01,LN00004370,571000,504100,current
2025-03-01,LN00004370,571000,542051,current
2025-04-01,LN00004370,571000,508546,current
2025-05-01,LN00004370,571000,509446,current
2025-06-01,LN00004370,571000,513821,current
2025-07-01,LN00004370,571000,566747,current
2025-08-01,LN00004370,571000,512332,current
2025-09-01,LN00004370,571000,517857,current
2025-10-01,LN00004370,571000,548076,dpd_1_29
2025-11-01,LN00004370,571000,381591,dpd_30_59
2025-12-01,LN00004370,571000,396531,dpd_30_59
2024-10-01,LN00004371,25318000,24179126,current
2024-11-01,LN00004371,25318000,23489001,current
2024-12-01,LN00004371,25318000,23082930,current
2025-01-01,LN00004371,25318000,24022486,current
2025-02-01,LN00004371,25318000,22866137,current
2024-10-01,LN00004372,270000,248875,current
2024-11-01,LN00004372,270000,240196,dpd_1_29
2024-12-01,LN00004372,270000,246471,dpd_1_29
2025-01-01,LN00004372,270000,190227,dpd_30_59
2025-02-01,LN00004372,270000,168202,dpd_30_59
2025-03-01,LN00004372,270000,152788,dpd_30_59
2025-04-01,LN00004372,270000,108794,dpd_60_89
2025-05-01,LN00004372,270000,243117,current
2025-06-01,LN00004372,270000,261924,current
2025-07-01,LN00004372,270000,216584,dpd_1_29
2025-08-01,LN00004372,270000,250861,dpd_1_29
2025-09-01,LN00004372,270000,259427,current
2025-10-01,LN00004372,270000,249060,current
2025-11-01,LN00004372,270000,256273,current
2025-12-01,LN00004372,270000,248369,current
2024-10-01,LN00004373,2234000,2018512,current
2024-11-01,LN00004373,2234000,1843642,dpd_1_29
2024-12-01,LN00004373,2234000,2202270,dpd_1_29
2025-01-01,LN00004373,2234000,2051570,dpd_1_29
2025-02-01,LN00004373,2234000,1390553,dpd_30_59
2025-03-01,LN00004373,2234000,866511,dpd_60_89
2025-04-01,LN00004373,2234000,772169,dpd_60_89
2024-10-01,LN00004374,2129000,1960883,current
2024-11-01,LN00004374,2129000,2034983,current
2024-12-01,LN00004374,2129000,1936581,current
2025-01-01,LN00004374,2129000,1968371,current
2025-02-01,LN00004374,2129000,2059553,current
2025-03-01,LN00004374,2129000,2041347,current
2025-04-01,LN00004374,2129000,1976432,current
2025-05-01,LN00004374,2129000,2118064,current
2024-10-01,LN00004375,23344000,20629846,current
2024-11-01,LN00004375,23344000,21730616,current
2024-12-01,LN00004375,23344000,21573807,current
2025-01-01,LN00004375,23344000,22987300,current
2025-02-01,LN00004375,23344000,22274362,current
2025-03-01,LN00004375,23344000,23312996,current
2025-04-01,LN00004375,23344000,22798085,current
2024-10-01,LN00004376,672000,603756,current
2024-11-01,LN00004376,672000,642457,current
2024-10-01,LN00004377,4155000,4008577,current
2024-11-01,LN00004377,4155000,3453954,dpd_1_29
2024-12-01,LN00004377,4155000,3937533,current
2025-01-01,LN00004377,4155000,3767027,current
2025-02-01,LN00004377,4155000,4142716,current
2025-03-01,LN00004377,4155000,4015335,current
2025-04-01,LN00004377,4155000,3789075,current
2025-05-01,LN00004377,4155000,3668396,current
2025-06-01,LN00004377,4155000,3725037,current
2025-07-01,LN00004377,4155000,3673011,current
2025-08-01,LN00004377,4155000,3678734,current
2025-09-01,LN00004377,4155000,3984176,current
2025-10-01,LN00004377,4155000,4101026,dpd_1_29
2025-11-01,LN00004377,4155000,2913134,dpd_30_59
2025-12-01,LN00004377,4155000,1389457,dpd_60_89
2024-10-01,LN00004378,1101000,1030921,current
2024-11-01,LN00004378,1101000,1097468,current
2024-12-01,LN00004378,1101000,1001730,current
2025-01-01,LN00004378,1101000,1060946,current
2025-02-01,LN00004378,1101000,997252,dpd_1_29
2025-03-01,LN00004378,1101000,964976,dpd_1_29
2025-04-01,LN00004378,1101000,921808,dpd_1_29
2025-05-01,LN00004378,1101000,987540,dpd_1_29
2024-10-01,LN00004379,6012000,5396423,current
2024-11-01,LN00004379,6012000,5930826,current
2024-12-01,LN00004379,6012000,5093331,dpd_1_29
2025-01-01,LN00004379,6012000,5899035,current
2025-02-01,LN00004379,6012000,5797233,current
2025-03-01,LN00004379,6012000,5477648,current
2025-04-01,LN00004379,6012000,4850756,dpd_1_29
2025-05-01,LN00004379,6012000,5843571,dpd_1_29
2025-06-01,LN00004379,6012000,4192474,dpd_30_59
2025-07-01,LN00004379,6012000,1778394,dpd_60_89
2025-08-01,LN00004379,6012000,201610,dpd_90_plus
2025-09-01,LN00004379,6012000,1123085,dpd_90_plus
2025-10-01,LN00004379,6012000,5521901,current
2025-11-01,LN00004379,6012000,5444240,current
2025-12-01,LN00004379,6012000,5448403,current
2024-10-01,LN00004380,315000,285941,current
2024-11-01,LN00004380,315000,304331,current
2024-12-01,LN00004380,315000,291245,current
2025-01-01,LN00004380,315000,308164,current
2025-02-01,LN00004380,315000,279560,current
2025-03-01,LN00004380,315000,313939,current
2025-04-01,LN00004380,315000,279276,current
2025-05-01,LN00004380,315000,256032,dpd_1_29
2025-06-01,LN00004380,315000,302143,current
2025-07-01,LN00004380,315000,292097,current
2025-08-01,LN00004380,315000,283955,current
2025-09-01,LN00004380,315000,285184,current
2025-10-01,LN00004380,315000,305161,current
2025-11-01,LN00004380,315000,306196,current
2025-12-01,LN00004380,315000,310103,current
2024-10-01,LN00004381,5509000,5125226,current
2024-11-01,LN00004381,5509000,4715328,dpd_1_29
2024-12-01,LN00004381,5509000,4632501,dpd_1_29
2025-01-01,LN00004381,5509000,5366699,current
2025-02-01,LN00004381,5509000,5028427,current
2024-10-01,LN00004382,591000,525660,current
2024-11-01,LN00004382,591000,562075,current
2024-12-01,LN00004382,591000,550109,current
2025-01-01,LN00004382,591000,524894,current
2025-02-01,LN00004382,591000,585414,current
2025-03-01,LN00004382,591000,511290,dpd_1_29
2025-04-01,LN00004382,591000,517792,dpd_1_29
2025-05-01,LN00004382,591000,521931,current
2025-06-01,LN00004382,591000,526287,current
2025-07-01,LN00004382,591000,506030,dpd_1_29
2025-08-01,LN00004382,591000,488589,dpd_1_29
2025-09-01,LN00004382,591000,310692,dpd_30_59
2025-10-01,LN00004382,591000,553862,current
2024-10-01,LN00004383,3168000,3085915,current
2024-11-01,LN00004383,3168000,2991656,current
2024-12-01,LN00004383,3168000,2794826,dpd_1_29
2025-01-01,LN00004383,3168000,2942283,dpd_1_29
2025-02-01,LN00004383,3168000,1981846,dpd_30_59
2025-03-01,LN00004383,3168000,1801802,dpd_30_59
2025-04-01,LN00004383,3168000,2273304,dpd_30_59
2025-05-01,LN00004383,3168000,1968918,dpd_30_59
2025-06-01,LN00004383,3168000,1319410,dpd_60_89
2025-07-01,LN00004383,3168000,1096592,dpd_60_89
2025-08-01,LN00004383,3168000,998115,dpd_60_89
2025-09-01,LN00004383,3168000,1154638,dpd_60_89
2025-10-01,LN00004383,3168000,365652,dpd_90_plus
2025-11-01,LN00004383,3168000,462069,dpd_90_plus
2025-12-01,LN00004383,3168000,616717,dpd_90_plus
2024-10-01,LN00004384,300000,265431,current
2024-11-01,LN00004384,300000,273794,current
2024-12-01,LN00004384,300000,260880,dpd_1_29
2025-01-01,LN00004384,300000,268768,current
2025-02-01,LN00004384,300000,296680,current
2025-03-01,LN00004384,300000,264303,current
2025-04-01,LN00004384,300000,299853,current
2025-05-01,LN00004384,300000,295230,current
2025-06-01,LN00004384,300000,240289,dpd_1_29
2025-07-01,LN00004384,300000,281929,dpd_1_29
2025-08-01,LN00004384,300000,273202,dpd_1_29
2025-09-01,LN00004384,300000,164913,dpd_30_59
2025-10-01,LN00004384,300000,98020,dpd_60_89
2025-11-01,LN00004384,300000,119248,dpd_60_89
2025-12-01,LN00004384,300000,78616,dpd_60_89
2024-10-01,LN00004385,1187000,1104127,current
2024-11-01,LN00004385,1187000,1110862,current
2024-12-01,LN00004385,1187000,1151410,current
2025-01-01,LN00004385,1187000,1045840,current
2025-02-01,LN00004385,1187000,1061053,current
2025-03-01,LN00004385,1187000,1185857,current
2025-04-01,LN00004385,1187000,1059783,current
2025-05-01,LN00004385,1187000,1144316,current
2025-06-01,LN00004385,1187000,1104913,current
2025-07-01,LN00004385,1187000,1072177,current
2025-08-01,LN00004385,1187000,1079790,current
2025-09-01,LN00004385,1187000,1071484,current
2025-10-01,LN00004385,1187000,1171653,current
2025-11-01,LN00004385,1187000,1134596,current
2025-12-01,LN00004385,1187000,1135486,current
2024-10-01,LN00004386,18398000,17110793,current
2024-11-01,LN00004386,18398000,17021364,current
2024-12-01,LN00004386,18398000,17905395,current
2025-01-01,LN00004386,18398000,17906133,current
2025-02-01,LN00004386,18398000,17390652,current
2025-03-01,LN00004386,18398000,16981637,current
2025-04-01,LN00004386,18398000,18155453,current
2025-05-01,LN00004386,18398000,16992033,current
2025-06-01,LN00004386,18398000,18278866,current
2025-07-01,LN00004386,18398000,17162766,current
2025-08-01,LN00004386,18398000,16510582,current
2025-09-01,LN00004386,18398000,17441081,current
2025-10-01,LN00004386,18398000,16641696,current
2025-11-01,LN00004386,18398000,18036127,current
2025-12-01,LN00004386,18398000,16724324,current
2024-10-01,LN00004387,2277000,2081490,current
2024-11-01,LN00004387,2277000,2127368,current
2024-12-01,LN00004387,2277000,2165894,current
2025-01-01,LN00004387,2277000,2109872,current
2025-02-01,LN00004387,2277000,2021204,current
2025-03-01,LN00004387,2277000,2006577,current
2025-04-01,LN00004387,2277000,2144313,current
2025-05-01,LN00004387,2277000,2270885,current
2025-06-01,LN00004387,2277000,2210811,current
2025-07-01,LN00004387,2277000,2254520,current
2025-08-01,LN00004387,2277000,2093023,current
2025-09-01,LN00004387,2277000,2013939,current
2025-10-01,LN00004387,2277000,2213447,current
2025-11-01,LN00004387,2277000,2205131,current
2025-12-01,LN00004387,2277000,2184262,current
2024-10-01,LN00004388,142000,125311,current
2024-11-01,LN00004388,142000,130567,current
2024-12-01,LN00004388,142000,141766,dpd_1_29
2025-01-01,LN00004388,142000,124677,dpd_1_29
2025-02-01,LN00004388,142000,125522,dpd_1_29
2025-03-01,LN00004388,142000,136227,current
2025-04-01,LN00004388,142000,133290,current
2025-05-01,LN00004388,142000,138198,current
2025-06-01,LN00004388,142000,132481,current
2025-07-01,LN00004388,142000,141517,current
2025-08-01,LN00004388,142000,129020,current
2025-09-01,LN00004388,142000,132202,current
2025-10-01,LN00004388,142000,140986,current
2025-11-01,LN00004388,142000,129579,current
2025-12-01,LN00004388,142000,140287,current
2024-10-01,LN00004389,2298000,2134927,current
2024-11-01,LN00004389,2298000,2071135,current
2024-12-01,LN00004389,2298000,2068313,current
2025-01-01,LN00004389,2298000,2129411,current
2024-10-01,LN00004390,8836000,7977359,current
2024-11-01,LN00004390,8836000,8597634,current
2024-12-01,LN00004390,8836000,8715722,current
2025-01-01,LN00004390,8836000,7354790,dpd_1_29
2025-02-01,LN00004390,8836000,7646754,dpd_1_29
2025-03-01,LN00004390,8836000,7894937,current
2025-04-01,LN00004390,8836000,8580169,current
2025-05-01,LN00004390,8836000,8180897,current
2025-06-01,LN00004390,8836000,8691157,current
2025-07-01,LN00004390,8836000,8723541,current
2024-10-01,LN00004391,101000,96117,current
2024-11-01,LN00004391,101000,91658,current
2024-12-01,LN00004391,101000,92654,dpd_1_29
2025-01-01,LN00004391,101000,93799,current
2025-02-01,LN00004391,101000,96473,current
2025-03-01,LN00004391,101000,98701,current
2025-04-01,LN00004391,101000,92392,current
2025-05-01,LN00004391,101000,92371,current
2025-06-01,LN00004391,101000,90522,current
2025-07-01,LN00004391,101000,99520,current
2025-08-01,LN00004391,101000,97974,current
2025-09-01,LN00004391,101000,90185,current
2025-10-01,LN00004391,101000,96705,current
2025-11-01,LN00004391,101000,95353,current
2025-12-01,LN00004391,101000,99514,current
2024-10-01,LN00004392,2424000,2342094,current
2024-11-01,LN00004392,2424000,2318276,current
2024-12-01,LN00004392,2424000,2313332,current
2025-01-01,LN00004392,2424000,2196271,current
2025-02-01,LN00004392,2424000,2212508,current
2025-03-01,LN00004392,2424000,2243570,dpd_1_29
2025-04-01,LN00004392,2424000,2226783,current
2025-05-01,LN00004392,2424000,2398787,dpd_1_29
2025-06-01,LN00004392,2424000,2168328,current
2025-07-01,LN00004392,2424000,2317548,current
2025-08-01,LN00004392,2424000,2363870,current
2025-09-01,LN00004392,2424000,2189569,current
2025-10-01,LN00004392,2424000,2362509,current
2025-11-01,LN00004392,2424000,2137737,current
2025-12-01,LN00004392,2424000,2288513,current
2024-10-01,LN00004393,2055000,1870913,current
2024-11-01,LN00004393,2055000,1654247,dpd_1_29
2024-12-01,LN00004393,2055000,1961254,current
2025-01-01,LN00004393,2055000,2048109,current
2025-02-01,LN00004393,2055000,1679896,dpd_1_29
2025-03-01,LN00004393,2055000,1069390,dpd_30_59
2025-04-01,LN00004393,2055000,1397966,dpd_30_59
2025-05-01,LN00004393,2055000,1161941,dpd_30_59
2025-06-01,LN00004393,2055000,1903066,current
2025-07-01,LN00004393,2055000,2034205,dpd_1_29
2025-08-01,LN00004393,2055000,1932677,dpd_1_29
2025-09-01,LN00004393,2055000,1886525,current
2025-10-01,LN00004393,2055000,1815127,current
2025-11-01,LN00004393,2055000,1824079,current
2025-12-01,LN00004393,2055000,1975740,dpd_1_29
2024-10-01,LN00004394,4603000,4115812,current
2024-11-01,LN00004394,4603000,3702609,dpd_1_29
2024-12-01,LN00004394,4603000,4069247,dpd_1_29
2025-01-01,LN00004394,4603000,3162203,dpd_30_59
2025-02-01,LN00004394,4603000,3203013,dpd_30_59
2025-03-01,LN00004394,4603000,4423421,current
2025-04-01,LN00004394,4603000,4412710,current
2025-05-01,LN00004394,4603000,4212586,current
2024-10-01,LN00004395,255000,244975,current
2024-11-01,LN00004395,255000,231253,current
2024-12-01,LN00004395,255000,234755,current
2025-01-01,LN00004395,255000,230326,dpd_1_29
2025-02-01,LN00004395,255000,245174,dpd_1_29
2025-03-01,LN00004395,255000,177676,dpd_30_59
2025-04-01,LN00004395,255000,176483,dpd_30_59
2025-05-01,LN00004395,255000,247955,current
2025-06-01,LN00004395,255000,252218,current
2025-07-01,LN00004395,255000,247596,current
2025-08-01,LN00004395,255000,231968,current
2025-09-01,LN00004395,255000,229976,current
2025-10-01,LN00004395,255000,237520,current
2025-11-01,LN00004395,255000,245426,current
2025-12-01,LN00004395,255000,244654,current
2024-10-01,LN00004396,112000,104875,current
2024-11-01,LN00004396,112000,101287,current
2024-12-01,LN00004396,112000,99184,dpd_1_29
2025-01-01,LN00004396,112000,66252,dpd_30_59
2025-02-01,LN00004396,112000,63731,dpd_30_59
2025-03-01,LN00004396,112000,40656,dpd_60_89
2025-04-01,LN00004396,112000,45188,dpd_60_89
2025-05-01,LN00004396,112000,44529,dpd_60_89
2024-10-01,LN00004397,5441000,4789421,current
2024-11-01,LN00004397,5441000,4430667,dpd_1_29
2024-12-01,LN00004397,5441000,4961622,current
2025-01-01,LN00004397,5441000,5334034,current
2025-02-01,LN00004397,5441000,4984384,current
2025-03-01,LN00004397,5441000,4832869,current
2025-04-01,LN00004397,5441000,4375552,dpd_1_29
2025-05-01,LN00004397,5441000,4891991,current
2025-06-01,LN00004397,5441000,5428784,current
2025-07-01,LN00004397,5441000,5395790,current
2025-08-01,LN00004397,5441000,5048472,current
2025-09-01,LN00004397,5441000,5394143,current
2025-10-01,LN00004397,5441000,4959419,current
2025-11-01,LN00004397,5441000,5153628,current
2025-12-01,LN00004397,5441000,5033853,current
2024-10-01,LN00004398,1677000,1585558,current
2024-11-01,LN00004398,1677000,1589839,current
2024-12-01,LN00004398,1677000,1648967,current
2025-01-01,LN00004398,1677000,1585655,dpd_1_29
2025-02-01,LN00004398,1677000,906144,dpd_30_59
2025-03-01,LN00004398,1677000,730164,dpd_60_89
2025-04-01,LN00004398,1677000,577660,dpd_60_89
2025-05-01,LN00004398,1677000,452369,dpd_60_89
2024-10-01,LN00004399,1858000,1678594,current
2024-11-01,LN00004399,1858000,1638075,dpd_1_29
2024-12-01,LN00004399,1858000,1732330,current
2025-01-01,LN00004399,1858000,1638269,current
2025-02-01,LN00004399,1858000,1769913,current
2025-03-01,LN00004399,1858000,1670776,current
2025-04-01,LN00004399,1858000,1757484,current
2025-05-01,LN00004399,1858000,1718913,current
2025-06-01,LN00004399,1858000,1657074,current
2025-07-01,LN00004399,1858000,1655858,current
2025-08-01,LN00004399,1858000,1812890,current
2025-09-01,LN00004399,1858000,1731435,current
2025-10-01,LN00004399,1858000,1741441,current
2025-11-01,LN00004399,1858000,1752975,current
2025-12-01,LN00004399,1858000,1713776,current
2024-10-01,LN00004400,1237000,1205774,current
2024-11-01,LN00004400,1237000,1141392,current
2024-12-01,LN00004400,1237000,1160179,current
2025-01-01,LN00004400,1237000,1181827,current
2025-02-01,LN00004400,1237000,1183061,current
2025-03-01,LN00004400,1237000,1096857,current
2025-04-01,LN00004400,1237000,1144937,current
2025-05-01,LN00004400,1237000,1142722,current
2025-06-01,LN00004400,1237000,1194036,current
2025-07-01,LN00004400,1237000,1153880,current
2025-08-01,LN00004400,1237000,1191732,current
2025-09-01,LN00004400,1237000,1211758,current
2025-10-01,LN00004400,1237000,1173456,current
2025-11-01,LN00004400,1237000,1120485,current
2025-12-01,LN00004400,1237000,1107794,current
